ein,name,total_fees,num_clients
825501752,"ELLSWORTH ADVISORS, LLC",24712.0,1
830185720,HUB (ID),25865.0,1
831143379,"RPA FINANCIAL, LLC",0.0,1
831322110,"EMERGING THERAPY SOLUTIONS, INC.",13000.0,1
831488684,MAGNOLIA CAPITAL ADVISORS LLC,8134.0,1
833288732,JOHNSON POHLMANN INSURANCE,23744.0,1
833455979,"AT RETIREMENT SERVICES, LLC",9684.0,2
833983879,DSR CPA AND CONSULTANTS LLC,0.0,1
840467907,EMPOWER ANNUITY INS CO OF AMERICA,37004.0,1
840467907,EMPOWER ANNUITY INS. CO. OF AMERICA,50.0,1
840467907,EMPOWER ANNUITY INSURANCE,0.0,1
840467907,EMPOWER ANNUITY INSURANCE CO. OF AM,24718.0,1
840467907,EMPOWER ANNUITY INSURANCE COMPANY,176796.0,3
840467907,EMPOWER INSURANCE COMPANY OF AMERIC,45307.0,1
840467907,EMPOWER LIFE & ANNUITY INSURANCE,31608.0,1
840467907,GREAT WEST LIFE & ANNUITY INSURANCE,0.0,1
840467907,GREAT-WEST LIFE & ANNUITY INSURANCE,73800.0,3
840467907,GWFS EQUITIES INC,240.0,6
840532243,"ADVISED ASSETS GROUP, LLC",777.0,1
840592523,JANUS HENDERSON,0.0,1
841612955,INNOVEST PORTFOLIO SOLUTIONS LLC,8000.0,1
842047961,ADVOCATE BUSINESS INSURANCE SOLUTIO,41847.0,1
844519624,CREATIVE PLANNING,48943.0,2
844519624,"CREATIVE PLANNING HOLD CO, LLC",2174.0,2
844758315,HUB INVESTMENT PARTNERS,24682.0,1
845125577,"FAIRMONT BENEFITS, INC.",8820.0,1
850599589,"SGL PARTNERS, LLC",45780.0,1
850833363,DEFINITI LLC,2525.0,1
854122522,WEALTH PLAN INVESTMENT MGT LLC,27546.0,1
861279290,"REVIVEHEALTH, INC.",6344.0,1
862963468,ECONOMIC GROUP PENSION SVCS INC,12397.0,2
863678481,MAP RETIREMENT USA LLC,2300.0,2
870364490,ALLIANCE BENEFIT GROUP ROCKY MOUNTA,15571.0,5
870628064,JDGLENN & ASSOCIATES,11800.0,1
871363769,EISNERAMPER LLP,5079.0,1
874170846,CONEXUS INSURANCE PARTNERS,12600.0,1
880359472,"MESA PACIFIC, LLC",13000.0,1
881100312,RPW SOLUTIONS LLC,48861.0,1
900345133,UNDERWRITERS SERVICE CORPORATION,39730.0,1
910189318,MOSS ADAMS LLP,40523.0,1
910189318,"MOSS ADAMS, LLP",50400.0,1
910675641,MILLIMAN INC,6704.0,1
910675641,"MILLIMAN, INC.",2743.0,1
911008626,A.W. REHN & ASSOCIATES,12034.0,1
911072394,HUNNEX AND SHOEMAKER INC,8400.0,1
911072394,"HUNNEX AND SHOEMAKER, INC.",0.0,1
911619527,"CAPITAL BENEFIT SERVICES, LLC",148700.0,2
911749975,EISENHOWER CARLSON PLLC,5656.0,1
911947441,"EPK & ASSOCIATES, INC.",62338.0,1
912090931,NWPS,57594.0,1
922480517,HOOPER CONSULTING GROUP,27453.0,1
931242462,NORTHWEST CAPITAL MNGMT,0.0,2
931253576,STANCORP FINANCIAL GROUP,20890.0,1
941347393,"WELLS FARGO BANK, N.A.",102913.0,2
941687665,BANK OF AMERICA,11210.0,2
941687665,"BANK OF AMERICA, N.A.",17233.0,1
941687665,COLUMBIA,0.0,1
941737782,CHARLES SCHWAB & CO INC,1976.0,1
941737782,"CHARLES SCHWAB & CO., INC.",155271.0,3
942456320,ASSOCIATED PENSION CONSULTANTS,20346.0,1
943112180,BLACKROCK INSTITUTIONAL TRUST CO.,0.0,1
943267050,MDT ADVISOR MGMT,94919.0,1
951411037,AMERICAN FUNDS,0.0,2
951411037,CAPITAL RESEARCH MANAGEMENT COMPANY,0.0,1
952036255,MILLER KAPLAN ARASE LLP,22800.0,1
952632339,PIMCO FUNDS,0.0,1
952755361,WILLSHIRE ADVISORS LLC,0.0,0
952755361,WILSHIRE ADVISORS LLC,0.0,8
952755361,"WILSHIRE ADVISORS, LLC",0.0,1
952755361,WILSHIRE ASSOCIATES INCORPORATED,0.0,7
952956616,"BUSH GOTTLIEB, A LAW CORPORATION",10840.0,1
953692822,ALL SPRINGS GLOBAL FUNDS,0.0,1
953706234,PLANMEMBER FINANCIAL CORPORATION,17574.0,1
954470812,DIMENSIONAL FUNDS,0.0,1
954597302,METROPOLITAN WEST FUNDS,0.0,1
956817943,AMERICAN FUNDS,0.0,1
991856619,GRANT THORNTON ADVISORS LLC,24897.0,1
994929575,VENNING & COMPANY LLC,10775.0,1
