ein,name,pagerank_score,num_clients,total_fees,same_parent_flag,parent_group_id,group_size,community_id
473992551,NORTH WOODS ASSET MANAGEMENT LLC,0.15000000000000002,1,0.0,0.0,199.0,1.0,4373
474307706,HUMAN INTEREST ADVISOR LLC,0.15000000000000002,2,22134.0,0.0,200.0,1.0,4374
474474775,"GUIDELINE, LLC",0.15000000000000002,1,15025.0,1.0,201.0,2.0,4375
474591265,HEALTHGRAM- TELADOCINC,0.15000000000000002,1,11000.0,0.0,202.0,1.0,4402
476461822,GURUPRASAD SRIHARI,0.15000000000000002,0,0.0,,,,4377
476485096,GURUPRASAD SRIHARI,0.15000000000000002,1,4000.0,,,,4378
476768364,ANTHONY L WOLFE,0.15000000000000002,1,1200.0,,,,4379
510020405,HIGHMARK OF DE,0.15000000000000002,1,3148.0,,,,4380
510099493,PRINCIPAL,0.15000000000000002,1,22107.0,1.0,159.0,2.0,4381
510116113,MORGAN STANLEY,0.15000000000000002,1,488.0,,,,4382
510467698,"BSI CORPORATE BENEFITS, LLC",0.15000000000000002,2,8638.0,1.0,203.0,2.0,4383
521309931,"T. ROWE PRICE RPS, INC.",0.15000000000000002,2,44728.0,1.0,204.0,2.0,4140
521396995,CBIZ FINANCIAL SOLUTIONS,0.15000000000000002,1,5257.0,0.0,205.0,1.0,4385
521665523,HUMAN RESOURCES INC,0.15000000000000002,1,45874.0,0.0,206.0,1.0,4386
522114207,NORTHWESTERN MUTUAL INVESTMENT SERV,0.15000000000000002,1,0.0,0.0,207.0,1.0,4387
522383166,HEALTHEQUITY INC,0.15000000000000002,1,5852.0,0.0,208.0,1.0,4388
530181291,"WILLIS TOWERS WATSON US, LLC",0.15000000000000002,1,66021.0,1.0,209.0,2.0,4381
540504608,BROWN EDWARDS AND COMPANY,0.15000000000000002,1,0.0,0.0,210.0,1.0,4390
541019610,CST GROUP,0.15000000000000002,1,27028.0,0.0,211.0,1.0,4391
541172176,SIKICH CPA LLC,0.15000000000000002,1,13000.0,0.0,212.0,1.0,4479
542000731,"SIMA BENEFITS CONSULTING GROUP, LLC",0.15000000000000002,1,34860.0,1.0,213.0,2.0,4393
542011471,BROWN & BROWN (VA),0.15000000000000002,1,32000.0,1.0,33.0,3.0,4394
560614254,"DEFINITI, LLC",0.15000000000000002,1,490.0,1.0,214.0,2.0,4395
561167792,"CORPORATE BENEFITS SERVICE, INC.",0.15000000000000002,1,35766.0,0.0,215.0,1.0,4396
561449504,"HEALTHGRAM, INC.",0.15000000000000002,1,442435.0,1.0,216.0,2.0,4402
561623293,MCGRIFF INSURANCE SERVICES (FORMERL,0.15000000000000002,1,13692.0,1.0,217.0,2.0,4398
561762637,RETIREMENT PLAN SOLUTIONS,0.15000000000000002,1,75.0,0.0,218.0,1.0,4399
561981693,VERITY ASSET MANAGEMENT,0.15000000000000002,1,3355.0,0.0,219.0,1.0,4493
570381582,"ELLIOTT DAVIS, PLLC",0.15000000000000002,1,16000.0,0.0,220.0,1.0,4401
582131807,HEALTH PARTNERS NETWORK LLC,0.15000000000000002,1,25882.0,0.0,221.0,1.0,4402
582161308,"MCGRIFF, SEIBELS & WILLIAMS",0.15000000000000002,1,1703.0,0.0,222.0,1.0,4403
582449984,"GBA RETIREMENT SERVICES, INC.",0.15000000000000002,1,8056.0,1.0,223.0,3.0,4404
582522668,ONEDIGITAL (DILLON HEALTH),0.15000000000000002,1,9317.0,0.0,224.0,1.0,4463
591031071,CIGNA HEALTH AND LIFE INSURANCE COM,0.15000000000000002,3,112435.0,1.0,225.0,3.0,4402
591086117,"FIS BUSINESS SYSTEMS, LLC",0.15000000000000002,1,24375.0,0.0,226.0,1.0,4407
591237041,RAYMOND JAMES & ASSOCIATES INC,0.15000000000000002,1,4981.0,0.0,227.0,1.0,4408
592265857,"EJ REYNOLDS, INC.",0.15000000000000002,1,1976.0,0.0,228.0,1.0,4409
592742314,BERKOWITZ POLLACK BRANT ADVISORS,0.15000000000000002,4,52416.0,0.0,229.0,1.0,4410
592749576,SLAVIC MUTUAL FUND MANAGEMENT CORP,0.15000000000000002,1,46808.0,0.0,230.0,1.0,4475
592937883,RAYMOND JAMES FSA INC,0.15000000000000002,1,29818.0,1.0,231.0,2.0,4132
593171014,EAGLEASSET,0.15000000000000002,1,0.0,,,,4413
593554482,WAKELY CONSULTING GROUP,0.15000000000000002,1,16565.0,0.0,232.0,1.0,4414
593676225,"MARINER INSTITUTIONAL, LLC",0.15000000000000002,1,10000.0,0.0,233.0,1.0,4415
610246800,KENTUCKY MEDICAL ASSOCIATION,0.15000000000000002,1,50069.0,,,,4416
61053228,USI CONSULTING GROUP,0.15000000000000002,2,131367.0,1.0,110.0,2.0,4168
610600467,AL TORSTRICK INSURANCE AGENCY,0.15000000000000002,1,59443.0,0.0,234.0,1.0,4418
610607472,"CHAS M MOORE INSURANCE AGENCY, INC.",0.15000000000000002,1,41983.0,0.0,235.0,1.0,4419
610736136,MERCER INVESTMENT CONSULTING,0.15000000000000002,1,202513.0,0.0,236.0,1.0,4420
611013183,"HUMANA HEALTH PLAN, INC.",0.15000000000000002,1,141184.0,0.0,237.0,1.0,4421
611607607,LT TRUST COMPANY,0.15000000000000002,1,6999.0,0.0,238.0,1.0,4422
611740806,MARINER RETIREMENT ADVISORS,0.15000000000000002,1,0.0,0.0,239.0,1.0,4511
611758632,"PENSIONMARK FINANCIAL GROUP, LLC",0.15000000000000002,2,22128.0,0.0,240.0,1.0,4447
61194217,FIDELITY & RESEARCH COMPANY,0.15000000000000002,1,0.0,0.0,241.0,1.0,4425
61227840,VISION SERVICE PLAN,0.15000000000000002,1,18766.0,,,,4428
61397347,"USI ADVISORS, INC.",0.15000000000000002,1,27462.0,0.0,242.0,1.0,4427
61593514,WEX HEALTH INC.,0.15000000000000002,1,23160.0,0.0,243.0,1.0,4428
620951563,AMERICAN TRUST COMPANY,0.15000000000000002,4,124181.0,0.0,244.0,1.0,4404
621291257,THE TRUST COMPANY OF TENNESSEE,0.15000000000000002,1,27760.0,0.0,245.0,1.0,4430
621874769,"ADMIN. GROUP, LLC DBA TAG RESOURCES",0.15000000000000002,2,6740.0,1.0,158.0,4.0,4431
630103830,BLUE CROSS BLUE SHIELD OF ALABAMA,0.15000000000000002,1,244851.0,1.0,246.0,2.0,4432
630589368,REGIONS,0.15000000000000002,1,19480.0,,,,4433
640831650,FINANCIAL CONCEPTS,0.15000000000000002,1,6613.0,0.0,247.0,1.0,4434
640936231,DYATECH LLC,0.15000000000000002,3,2468.0,0.0,248.0,1.0,4435
650608221,SLAVIC INTEGRATED ADMINISTRATION,0.15000000000000002,5,280671.0,,,,4475
66033492,AETNA-PPO,0.15000000000000002,1,21116.0,0.0,249.0,1.0,4168
660561870,BANCO POPULAR DE PUERTO RICO,0.15000000000000002,1,1556.0,0.0,250.0,1.0,4438
680211255,ALERUS,0.15000000000000002,1,7250.0,,,,4439
710226428,BLUE ADVANTAGE ADMINISTRATORS OF AR,0.15000000000000002,1,364093.0,0.0,251.0,1.0,4440
710294708,VOYA RETIREMENT INSURANCE & ANNUNIT,0.15000000000000002,1,1917.0,1.0,252.0,5.0,4511
710764688,RELYANCE BANK,0.15000000000000002,1,35787.0,,,,4442
711039549,"JANET A. PANEBIANCO, CPA, PLLC",0.15000000000000002,1,11798.0,0.0,253.0,1.0,4443
721273520,BEAM WEALTH ADVISORS,0.15000000000000002,1,0.0,0.0,254.0,1.0,4511
730384245,OSMA,0.15000000000000002,1,101761.0,,,,4445
730781676,MCAFEE & TAFT,0.15000000000000002,1,22769.0,,,,4446
731399273,ACCESS FINANCIAL RESOURCES,0.15000000000000002,1,10772.0,0.0,255.0,1.0,4447
741625348,AIG RETIREMENT SERVICES,0.15000000000000002,1,0.0,1.0,223.0,3.0,4448
742305238,"BOON CHAPMAN, LTD",0.15000000000000002,1,44463.0,,,,4449
742715820,JULY BUSINESS SERVICES,0.15000000000000002,1,27212.0,0.0,256.0,1.0,4450
742794194,KESTRA INVESTMENT SERVICES LLC,0.15000000000000002,1,0.0,0.0,257.0,1.0,4451
742798841,SAGE ASSET MGMT,0.15000000000000002,1,33403.0,,,,4524
743193386,CORNERSTONE ADVISORY LLP,0.15000000000000002,1,14380.0,,,,4453
750786316,"WEAVER AND TIDWELL, LLP",0.15000000000000002,1,21000.0,1.0,258.0,2.0,4454
752355889,INSURANCE MANAGEMENT SERVICES,0.15000000000000002,5,834115.0,1.0,259.0,2.0,4495
752401150,AMERICAN BEACON FUNDS,0.15000000000000002,1,0.0,0.0,260.0,1.0,4456
753014089,BROWN ADVISORY LLC,0.15000000000000002,1,43664.0,0.0,261.0,1.0,4457
753182674,MATRIX TRUST COMPANY LLC,0.15000000000000002,1,11885.0,1.0,262.0,2.0,4168
760342548,ALLIANCE BENEFIT GROUP,0.15000000000000002,1,3390.0,0.0,263.0,1.0,4459
760560371,RILEY AND COMPANY PLLC,0.15000000000000002,1,18000.0,0.0,264.0,1.0,4460
760663719,BALDWIN GROUP,0.15000000000000002,1,28281.0,0.0,265.0,1.0,4461
770155091,HICKS PENSION SERVICES,0.15000000000000002,1,14700.0,0.0,266.0,1.0,4462
811938789,INNOVU,0.15000000000000002,4,4653.0,,,,4463
811939215,"COMPASS 360, LLC",0.15000000000000002,2,9702.0,0.0,267.0,1.0,4464
813062212,VESTWELL HOLDINGS INC.,0.15000000000000002,1,46596.0,0.0,268.0,1.0,4465
813968784,CBIZ BENEFITS & INSURANCE SERVICES,0.15000000000000002,1,6000.0,1.0,102.0,2.0,4140
813989034,M2B RETIREMENT CONSUL LLC,0.15000000000000002,1,9005.0,0.0,269.0,1.0,4467
814017137,STATE STREET GLOBAL ADVISORS,0.15000000000000002,1,6075.0,0.0,270.0,1.0,4468
814888426,PACE UNDERWRITERS,0.15000000000000002,1,337241.0,,,,4482
815191759,FOUNDATION RISK PARTNERS,0.15000000000000002,1,57105.0,,,,4470
820557866,"NFP CORPORATE SERVICES (OK), LLC",0.15000000000000002,1,31334.0,0.0,271.0,1.0,4471
821434504,ONEDIGITAL INVESTMENT ADVISORS LLC,0.15000000000000002,1,19745.0,0.0,272.0,1.0,4472
821589061,OAKSTREET WEALTH MANAGEMENT,0.15000000000000002,1,8233.0,0.0,273.0,1.0,4473
821679944,ESOP FIDUCIARIES,0.15000000000000002,1,24758.0,,,,4474
823329197,GOODWORTH WEALTH MANAGEMENT,0.15000000000000002,1,7000.0,0.0,274.0,1.0,4475
823719843,FUTUREPLAN BY ASCENSUS,0.15000000000000002,1,0.0,,,,4476
823876893,HORTON BENEFITS COMPANY,0.15000000000000002,1,30555.0,,,,4477
824555287,"RAYMOND JAMES & ASSOCIATES, INC.",0.15000000000000002,1,17723.0,1.0,112.0,6.0,4434
825501752,"ELLSWORTH ADVISORS, LLC",0.15000000000000002,1,24712.0,0.0,275.0,1.0,4479
830185720,HUB (ID),0.15000000000000002,1,25865.0,,,,4480
831143379,"RPA FINANCIAL, LLC",0.15000000000000002,1,0.0,0.0,276.0,1.0,4511
831322110,"EMERGING THERAPY SOLUTIONS, INC.",0.15000000000000002,1,13000.0,0.0,277.0,1.0,4482
831488684,MAGNOLIA CAPITAL ADVISORS LLC,0.15000000000000002,1,8134.0,0.0,278.0,1.0,4483
833288732,JOHNSON POHLMANN INSURANCE,0.15000000000000002,1,23744.0,0.0,279.0,1.0,4484
833455979,"AT RETIREMENT SERVICES, LLC",0.15000000000000002,2,9684.0,1.0,223.0,3.0,4359
833983879,DSR CPA AND CONSULTANTS LLC,0.15000000000000002,1,0.0,0.0,280.0,1.0,4486
840467907,GWFS EQUITIES INC,0.15000000000000002,6,240.0,1.0,150.0,13.0,4133
840532243,"ADVISED ASSETS GROUP, LLC",0.15000000000000002,1,777.0,0.0,281.0,1.0,4488
840592523,JANUS HENDERSON,0.15000000000000002,1,0.0,,,,4489
841612955,INNOVEST PORTFOLIO SOLUTIONS LLC,0.15000000000000002,1,8000.0,0.0,282.0,1.0,4490
842047961,ADVOCATE BUSINESS INSURANCE SOLUTIO,0.15000000000000002,1,41847.0,0.0,283.0,1.0,4491
844519624,"CREATIVE PLANNING HOLD CO, LLC",0.15000000000000002,2,2174.0,1.0,169.0,3.0,4511
844758315,HUB INVESTMENT PARTNERS,0.15000000000000002,1,24682.0,0.0,284.0,1.0,4493
845125577,"FAIRMONT BENEFITS, INC.",0.15000000000000002,1,8820.0,0.0,285.0,1.0,4494
850599589,"SGL PARTNERS, LLC",0.15000000000000002,1,45780.0,0.0,286.0,1.0,4495
850833363,DEFINITI LLC,0.15000000000000002,1,2525.0,1.0,214.0,2.0,4496
854122522,WEALTH PLAN INVESTMENT MGT LLC,0.15000000000000002,1,27546.0,0.0,287.0,1.0,4497
861279290,"REVIVEHEALTH, INC.",0.15000000000000002,1,6344.0,0.0,288.0,1.0,4498
862963468,ECONOMIC GROUP PENSION SVCS INC,0.15000000000000002,2,12397.0,0.0,289.0,1.0,4499
863678481,MAP RETIREMENT USA LLC,0.15000000000000002,2,2300.0,0.0,290.0,1.0,4404
870364490,ALLIANCE BENEFIT GROUP ROCKY MOUNTA,0.15000000000000002,5,15571.0,0.0,291.0,1.0,4501
870628064,JDGLENN & ASSOCIATES,0.15000000000000002,1,11800.0,,,,4502
871363769,EISNERAMPER LLP,0.15000000000000002,1,5079.0,,,,4503
874170846,CONEXUS INSURANCE PARTNERS,0.15000000000000002,1,12600.0,0.0,292.0,1.0,4504
880359472,"MESA PACIFIC, LLC",0.15000000000000002,1,13000.0,0.0,293.0,1.0,4529
881100312,RPW SOLUTIONS LLC,0.15000000000000002,1,48861.0,0.0,294.0,1.0,4506
900345133,UNDERWRITERS SERVICE CORPORATION,0.15000000000000002,1,39730.0,0.0,295.0,1.0,4507
910189318,"MOSS ADAMS, LLP",0.15000000000000002,1,50400.0,,,,4168
910675641,"MILLIMAN, INC.",0.15000000000000002,1,2743.0,1.0,296.0,2.0,4415
911008626,A.W. REHN & ASSOCIATES,0.15000000000000002,1,12034.0,0.0,297.0,1.0,4510
911072394,"HUNNEX AND SHOEMAKER, INC.",0.15000000000000002,1,0.0,1.0,298.0,2.0,4511
911619527,"CAPITAL BENEFIT SERVICES, LLC",0.15000000000000002,2,148700.0,1.0,172.0,2.0,4514
911749975,EISENHOWER CARLSON PLLC,0.15000000000000002,1,5656.0,0.0,299.0,1.0,4513
911947441,"EPK & ASSOCIATES, INC.",0.15000000000000002,1,62338.0,0.0,300.0,1.0,4514
912090931,NWPS,0.15000000000000002,1,57594.0,,,,4515
922480517,HOOPER CONSULTING GROUP,0.15000000000000002,1,27453.0,0.0,301.0,1.0,4516
931242462,NORTHWEST CAPITAL MNGMT,0.15000000000000002,2,0.0,0.0,302.0,1.0,4517
931253576,STANCORP FINANCIAL GROUP,0.15000000000000002,1,20890.0,0.0,303.0,1.0,4518
941347393,"WELLS FARGO BANK, N.A.",0.15000000000000002,2,102913.0,0.0,304.0,1.0,4519
941687665,COLUMBIA,0.15000000000000002,1,0.0,0.0,305.0,1.0,4133
941737782,"CHARLES SCHWAB & CO., INC.",0.15000000000000002,3,155271.0,1.0,306.0,2.0,4151
942456320,ASSOCIATED PENSION CONSULTANTS,0.15000000000000002,1,20346.0,1.0,3.0,2.0,4522
943112180,BLACKROCK INSTITUTIONAL TRUST CO.,0.15000000000000002,1,0.0,0.0,307.0,1.0,4523
943267050,MDT ADVISOR MGMT,0.15000000000000002,1,94919.0,,,,4524
951411037,CAPITAL RESEARCH MANAGEMENT COMPANY,0.15000000000000002,1,0.0,1.0,308.0,3.0,4133
952036255,MILLER KAPLAN ARASE LLP,0.15000000000000002,1,22800.0,0.0,309.0,1.0,4529
952632339,PIMCO FUNDS,0.15000000000000002,1,0.0,0.0,310.0,1.0,4527
952755361,WILSHIRE ASSOCIATES INCORPORATED,0.15000000000000002,7,0.0,1.0,311.0,4.0,4132
952956616,"BUSH GOTTLIEB, A LAW CORPORATION",0.15000000000000002,1,10840.0,0.0,312.0,1.0,4529
953692822,ALL SPRINGS GLOBAL FUNDS,0.15000000000000002,1,0.0,0.0,313.0,1.0,4530
953706234,PLANMEMBER FINANCIAL CORPORATION,0.15000000000000002,1,17574.0,0.0,314.0,1.0,4531
954470812,DIMENSIONAL FUNDS,0.15000000000000002,1,0.0,1.0,94.0,3.0,4532
954597302,METROPOLITAN WEST FUNDS,0.15000000000000002,1,0.0,0.0,315.0,1.0,4533
956817943,AMERICAN FUNDS,0.15000000000000002,1,0.0,1.0,308.0,3.0,4534
991856619,GRANT THORNTON ADVISORS LLC,0.15000000000000002,1,24897.0,0.0,316.0,1.0,4535
994929575,VENNING & COMPANY LLC,0.15000000000000002,1,10775.0,0.0,317.0,1.0,4536
