fund_a,fund_b,shared_managers
460406130,411892770,2
460406130,463235190,1
460406130,465174246,1
460406130,472402229,1
460406130,473326478,1
460406130,541189694,2
460406130,541926760,1
460406130,611756067,2
460406130,731602134,1
460406130,743257322,2
460406130,822005387,2
460406130,822701953,1
460406130,823865728,1
460406130,854372477,1
460406130,951879075,2
460440466,470899588,1
460440466,640522665,1
460440466,860950184,1
461167350,453162889,1
462436774,132742395,1
462436774,134233377,1
462436774,141881132,1
462436774,161490676,1
462436774,203880413,1
462436774,205702117,1
462436774,205989542,1
462436774,208250290,1
462436774,208538333,1
462436774,221296609,1
462436774,260610707,1
462436774,260846505,1
462436774,270061167,1
462436774,271883111,1
462436774,300284495,1
462436774,314159950,1
462436774,340778636,1
462436774,352257489,1
462436774,362989662,1
462436774,381067560,1
462436774,421105676,1
462436774,42510895,1
462436774,451273930,1
462436774,452653391,1
462436774,453506561,1
462436774,455240671,1
462436774,463485489,1
462436774,472150172,1
462436774,520563938,1
462436774,562401998,1
462436774,611145339,1
462436774,680661238,1
462436774,710653502,1
462436774,760475815,1
462436774,813040678,1
462436774,822265990,1
462436774,832783957,1
462436774,842795435,1
462436774,853070386,1
462436774,923046645,1
462436774,942537238,1
462436774,952976080,1
462436774,953077405,1
462755706,261441129,1
462819181,111992329,2
462819181,204046036,1
462819181,205404353,2
462819181,222842846,1
462819181,231539454,1
462819181,231695009,1
462819181,231695529,1
462819181,231744831,1
462819181,232063262,1
462819181,232220475,1
462819181,232362216,2
462819181,232510674,1
462819181,232610181,1
462819181,232687798,1
462819181,232971010,1
462819181,237404857,2
462819181,251659394,1
462819181,251675849,1
462819181,251792083,2
462819181,251851827,1
462819181,263892463,2
462819181,272493878,1
462819181,310646123,2
462819181,331097329,2
462819181,352121147,1
462819181,412038882,1
462819181,430902269,1
462819181,470899236,2
462819181,474222697,2
462819181,474749384,2
462819181,510342132,1
462819181,510467698,1
462819181,541527978,2
462819181,582644728,2
462819181,820538459,1
462819181,830376638,1
462819181,844034514,3
462819181,870575504,1
462819181,874170846,2
462819181,880099795,2
463235190,161535313,1
463235190,208758429,1
463235190,223337602,1
463235190,264773205,1
463235190,264833015,1
463235190,30415090,1
463235190,311581466,1
463235190,320464445,1
463235190,351597954,1
463235190,411892770,1
463235190,460406130,1
463235190,465174246,1
463235190,472402229,1
463235190,473326478,1
463235190,541189694,1
463235190,541926760,1
463235190,611756067,1
463235190,731602134,1
463235190,743257322,1
463235190,822005387,1
463235190,822701953,1
463235190,823865728,1
463235190,854372477,1
463235190,951879075,1
463485489,132742395,1
463485489,134233377,1
463485489,141881132,1
463485489,161490676,1
463485489,203880413,1
463485489,205702117,1
463485489,205989542,1
463485489,208250290,1
463485489,208538333,1
463485489,221296609,1
463485489,260610707,1
463485489,260846505,1
463485489,270061167,1
463485489,271883111,1
463485489,300284495,1
463485489,314159950,1
463485489,340778636,1
463485489,352257489,1
463485489,362989662,1
463485489,381067560,1
463485489,421105676,1
463485489,42510895,1
463485489,451273930,1
463485489,452653391,1
463485489,453506561,1
463485489,455240671,1
463485489,462436774,1
463485489,472150172,1
463485489,520563938,1
463485489,562401998,1
463485489,611145339,1
463485489,680661238,1
463485489,710653502,1
463485489,760475815,1
463485489,813040678,1
463485489,822265990,1
463485489,832783957,1
463485489,842795435,1
463485489,853070386,1
463485489,923046645,1
463485489,942537238,1
463485489,952976080,1
463485489,953077405,1
463850594,330893794,1
463850594,470770315,1
463850594,843111227,1
464075013,203198788,1
464075013,204707579,1
464075013,470390618,1
464075013,471811024,1
464075013,752627778,1
464075013,821512790,1
464075013,821700385,1
464075013,941369591,1
464907386,200049637,1
464907386,520695019,1
464907386,520849036,1
465174246,161535313,1
465174246,208758429,1
465174246,223337602,1
465174246,264773205,1
465174246,264833015,1
465174246,30415090,1
465174246,311581466,1
465174246,320464445,1
465174246,351597954,1
465174246,411892770,1
465174246,460406130,1
465174246,463235190,1
465174246,472402229,1
465174246,473326478,1
465174246,541189694,1
465174246,541926760,1
465174246,611756067,1
465174246,731602134,1
465174246,743257322,1
465174246,822005387,1
465174246,822701953,1
465174246,823865728,1
465174246,854372477,1
465174246,951879075,1
465766063,260328929,1
465766063,750972825,1
465766063,760151437,1
465766063,850247111,1
465766063,920114113,1
470390618,203198788,1
470390618,204707579,1
470390618,464075013,1
470390618,471811024,1
470390618,752627778,1
470390618,821512790,1
470390618,821700385,1
470390618,941369591,1
470770315,330893794,1
470770315,463850594,1
470770315,843111227,1
470899236,111992329,1
470899236,204046036,1
470899236,205404353,2
470899236,222842846,1
470899236,231539454,1
470899236,231695009,1
470899236,231695529,1
470899236,231744831,1
470899236,232063262,1
470899236,232220475,1
470899236,232362216,1
470899236,232510674,1
470899236,232610181,1
470899236,232687798,1
470899236,232971010,1
470899236,237404857,1
470899236,251659394,1
470899236,251675849,1
470899236,251792083,1
470899236,251851827,1
470899236,263892463,2
470899236,272493878,1
470899236,310646123,2
470899236,331097329,1
470899236,352121147,1
470899236,412038882,1
470899236,430902269,1
470899236,462819181,2
470899236,474222697,2
470899236,474749384,2
470899236,510342132,1
470899236,510467698,1
470899236,541527978,1
470899236,582644728,2
470899236,820538459,1
470899236,830376638,1
470899236,844034514,2
470899236,870575504,1
470899236,874170846,2
470899236,880099795,2
470899588,460440466,1
470899588,640522665,1
470899588,860950184,1
471797746,133063500,1
471797746,452687695,1
471797746,640415733,1
471797746,680482464,1
471797746,811753373,1
471797746,825260016,1
471797746,854341178,1
471811024,203198788,1
471811024,204707579,1
471811024,464075013,1
471811024,470390618,1
471811024,752627778,1
471811024,821512790,1
471811024,821700385,1
471811024,941369591,1
471923111,200849843,1
471923111,811753373,1
471923111,825260016,1
472150172,132742395,2
472150172,134233377,2
472150172,141881132,1
472150172,161490676,1
472150172,203880413,1
472150172,205702117,1
472150172,205989542,1
472150172,208250290,1
472150172,208538333,1
472150172,221296609,1
472150172,260610707,1
472150172,260846505,1
472150172,270061167,1
472150172,271883111,1
472150172,300284495,1
472150172,314159950,2
472150172,340778636,1
472150172,352257489,1
472150172,362495346,1
472150172,362989662,1
472150172,381067560,1
472150172,421105676,1
472150172,42510895,1
472150172,431118328,1
472150172,451273930,1
472150172,452653391,2
472150172,453506561,1
472150172,455240671,1
472150172,462436774,1
472150172,463485489,1
472150172,520563938,1
472150172,562401998,1
472150172,611145339,1
472150172,680661238,1
472150172,710653502,2
472150172,760475815,1
472150172,813040678,1
472150172,822265990,1
472150172,832783957,1
472150172,842795435,1
472150172,853070386,1
472150172,923046645,2
472150172,942537238,2
472150172,952976080,1
472150172,953077405,1
472402229,161535313,1
472402229,208758429,1
472402229,223337602,1
472402229,264773205,1
472402229,264833015,1
472402229,30415090,1
472402229,311581466,1
472402229,320464445,1
472402229,351597954,1
472402229,411892770,1
472402229,460406130,1
472402229,463235190,1
472402229,465174246,1
472402229,473326478,1
472402229,541189694,1
472402229,541926760,1
472402229,611756067,1
472402229,731602134,1
472402229,743257322,1
472402229,822005387,1
472402229,822701953,1
472402229,823865728,1
472402229,854372477,1
472402229,951879075,1
472467773,201897663,1
472467773,20329382,1
472467773,204707579,1
472467773,231729679,1
472467773,232290246,1
472467773,263166327,1
472467773,571192153,1
472467773,741695800,1
472467773,814170527,1
472467773,814981134,1
472467773,820962487,1
472467773,831334174,1
472467773,870520406,1
472467773,911151039,1
472817157,112845313,1
472817157,113521426,1
472817157,132621497,1
472817157,132922204,1
472817157,203160292,1
472817157,20329382,2
472817157,20377419,1
472817157,20478308,1
472817157,20482717,1
472817157,20681934,1
472817157,208066203,1
472817157,231311874,1
472817157,260071475,1
472817157,264086627,1
472817157,264196387,1
472817157,264656792,1
472817157,271521006,1
472817157,320539100,1
472817157,341406066,1
472817157,362762678,1
472817157,421206172,1
472817157,42726691,1
472817157,43481758,1
472817157,440663509,1
472817157,455586030,1
472817157,473599330,1
472817157,473768464,1
472817157,520482550,1
472817157,521563984,1
472817157,522206266,1
472817157,541145723,1
472817157,550917836,1
472817157,561216391,1
472817157,562537962,1
472817157,581984495,1
472817157,60726489,1
472817157,650367984,1
472817157,650540100,1
472817157,742995593,1
472817157,752372684,1
472817157,752694563,1
472817157,752770316,1
472817157,752875180,1
472817157,800004006,1
472817157,800324447,1
472817157,813881290,1
472817157,821459401,1
472817157,823563982,1
472817157,831254672,1
472817157,832809084,1
472817157,850106941,1
472817157,850615121,1
472817157,850892816,1
472817157,853324939,1
472817157,872007795,1
472817157,954049363,2
472817157,990113530,1
472817157,991972777,1
473297412,146075575,2
473297412,273225082,1
473297412,420885471,1
473297412,431298245,1
473297412,473372642,1
473297412,520591656,2
473297412,521250028,2
473297412,521341890,2
473297412,521811971,2
473297412,540698135,2
473297412,860436017,1
473297412,911854749,1
473297412,941732792,1
473326478,161535313,1
473326478,208758429,1
473326478,223337602,1
473326478,264773205,1
473326478,264833015,1
473326478,30415090,1
473326478,311581466,1
473326478,320464445,1
473326478,351597954,1
473326478,411892770,1
473326478,460406130,1
473326478,463235190,1
473326478,465174246,1
473326478,472402229,1
473326478,541189694,1
473326478,541926760,1
473326478,611756067,1
473326478,731602134,1
473326478,743257322,1
473326478,822005387,1
473326478,822701953,1
473326478,823865728,1
473326478,854372477,1
473326478,951879075,1
473372642,146075575,1
473372642,473297412,1
473372642,520591656,1
473372642,521250028,1
473372642,521341890,1
473372642,521811971,1
473372642,540698135,1
473372642,860436017,1
473372642,911854749,1
473372642,941732792,1
473599330,112845313,1
473599330,113521426,1
473599330,132621497,1
473599330,132922204,1
473599330,203160292,1
473599330,20377419,1
473599330,20478308,1
473599330,20482717,1
473599330,20681934,1
473599330,208066203,1
473599330,231311874,1
473599330,260071475,1
473599330,264086627,1
473599330,264656792,1
473599330,271521006,1
473599330,320539100,1
473599330,341406066,1
473599330,362762678,1
473599330,421206172,1
473599330,42726691,1
473599330,43481758,1
473599330,440663509,1
473599330,455586030,1
473599330,472817157,1
473599330,473768464,1
473599330,520482550,1
473599330,521563984,1
473599330,522206266,1
473599330,541145723,1
473599330,550917836,1
473599330,561216391,1
473599330,562537962,1
473599330,581984495,1
473599330,60726489,1
473599330,650367984,1
473599330,650540100,1
473599330,742995593,1
473599330,752372684,1
473599330,752694563,1
473599330,752875180,1
473599330,800324447,1
473599330,813881290,1
473599330,821459401,1
473599330,823563982,1
473599330,831254672,1
473599330,832809084,1
473599330,850106941,1
473599330,850615121,1
473599330,850892816,1
473599330,853324939,1
473599330,872007795,1
473599330,954049363,1
473599330,990113530,1
473599330,991972777,1
473768464,112845313,1
473768464,113521426,1
473768464,132621497,1
473768464,132922204,1
473768464,203160292,1
473768464,20377419,1
473768464,20478308,1
473768464,20482717,1
473768464,20681934,1
473768464,208066203,1
473768464,231311874,1
473768464,260071475,1
473768464,264086627,1
473768464,264656792,1
473768464,271521006,1
473768464,320539100,1
473768464,341406066,1
473768464,362762678,1
473768464,421206172,1
473768464,42726691,1
473768464,43481758,1
473768464,440663509,1
473768464,455586030,1
473768464,472817157,1
473768464,473599330,1
473768464,520482550,1
473768464,521563984,1
473768464,522206266,1
473768464,541145723,1
473768464,550917836,1
473768464,561216391,1
473768464,562537962,1
473768464,581984495,1
473768464,60726489,1
473768464,650367984,1
473768464,650540100,1
473768464,742995593,1
473768464,752372684,1
473768464,752694563,1
473768464,752875180,1
473768464,800324447,1
473768464,813881290,1
473768464,821459401,1
473768464,823563982,1
473768464,831254672,1
473768464,832809084,1
473768464,850106941,1
473768464,850615121,1
473768464,850892816,1
473768464,853324939,1
473768464,872007795,1
473768464,954049363,1
473768464,990113530,1
473768464,991972777,1
474222697,111992329,1
474222697,204046036,1
474222697,205404353,2
474222697,222842846,1
474222697,231539454,1
474222697,231695009,1
474222697,231695529,1
474222697,231744831,1
474222697,232063262,1
474222697,232220475,1
474222697,232362216,1
474222697,232510674,1
474222697,232610181,1
474222697,232687798,1
474222697,232971010,1
474222697,237404857,1
474222697,251659394,1
474222697,251675849,1
474222697,251792083,1
474222697,251851827,1
474222697,263892463,2
474222697,272493878,1
474222697,310646123,2
474222697,331097329,1
474222697,352121147,1
474222697,412038882,1
474222697,430902269,1
474222697,462819181,2
474222697,470899236,2
474222697,474749384,2
474222697,510342132,1
474222697,510467698,1
474222697,541527978,1
474222697,582644728,2
474222697,820538459,1
474222697,830376638,1
474222697,844034514,2
474222697,870575504,1
474222697,874170846,2
474222697,880099795,2
474749384,111992329,1
474749384,204046036,1
474749384,205404353,2
474749384,222842846,1
474749384,231539454,1
474749384,231695009,1
474749384,231695529,1
474749384,231744831,1
474749384,232063262,1
474749384,232220475,1
474749384,232362216,1
474749384,232510674,1
474749384,232610181,1
474749384,232687798,1
474749384,232971010,1
474749384,237404857,1
474749384,251659394,1
474749384,251675849,1
474749384,251792083,1
474749384,251851827,1
474749384,263892463,2
474749384,272493878,1
474749384,310646123,2
474749384,331097329,1
474749384,352121147,1
474749384,412038882,1
474749384,430902269,1
474749384,431828281,1
474749384,431862603,1
474749384,462819181,2
474749384,470899236,2
474749384,474222697,2
474749384,510342132,1
474749384,510467698,1
474749384,541527978,1
474749384,582644728,2
474749384,820538459,1
474749384,830376638,1
474749384,844034514,2
474749384,870575504,1
474749384,874170846,2
474749384,880099795,3
476430809,200055506,1
476430809,476438390,1
476438390,200055506,1
476438390,476430809,1
510342132,111992329,1
510342132,204046036,2
510342132,205404353,1
510342132,222842846,1
510342132,231539454,2
510342132,231695009,1
510342132,231695529,1
510342132,231744831,2
510342132,232063262,1
510342132,232220475,1
510342132,232362216,2
510342132,232510674,1
510342132,232610181,2
510342132,232687798,1
510342132,232971010,1
510342132,237404857,2
510342132,251659394,1
510342132,251675849,1
510342132,251792083,1
510342132,251851827,1
510342132,263892463,1
510342132,272493878,1
510342132,310646123,1
510342132,331097329,1
510342132,352121147,1
510342132,412038882,1
510342132,430902269,1
510342132,462819181,1
510342132,470899236,1
510342132,474222697,1
510342132,474749384,1
510342132,510467698,1
510342132,541527978,1
510342132,582644728,1
510342132,820538459,1
510342132,830376638,1
510342132,844034514,1
510342132,870575504,1
510342132,874170846,1
510342132,880099795,1
510467698,111992329,2
510467698,204046036,1
510467698,205404353,1
510467698,222842846,2
510467698,231539454,1
510467698,231695009,2
510467698,231695529,2
510467698,231744831,2
510467698,232063262,1
510467698,232220475,1
510467698,232362216,2
510467698,232510674,1
510467698,232610181,1
510467698,232687798,1
510467698,232971010,2
510467698,237404857,1
510467698,251659394,1
510467698,251675849,1
510467698,251792083,2
510467698,251851827,2
510467698,263892463,1
510467698,272493878,2
510467698,310646123,1
510467698,331097329,1
510467698,352121147,1
510467698,412038882,1
510467698,430902269,1
510467698,462819181,1
510467698,470899236,1
510467698,474222697,1
510467698,474749384,1
510467698,510342132,1
510467698,541527978,1
510467698,582644728,1
510467698,820538459,2
510467698,830376638,1
510467698,844034514,1
510467698,870575504,1
510467698,874170846,1
510467698,880099795,1
520482550,112845313,1
520482550,113521426,1
520482550,132621497,1
520482550,132922204,1
520482550,203160292,1
520482550,20377419,1
520482550,20478308,1
520482550,20482717,1
520482550,20681934,1
520482550,208066203,1
520482550,231311874,1
520482550,260071475,1
520482550,264086627,1
520482550,264656792,1
520482550,271521006,1
520482550,320539100,1
520482550,341406066,1
520482550,362762678,1
520482550,421206172,1
520482550,42726691,1
520482550,43481758,1
520482550,440663509,1
520482550,455586030,1
520482550,472817157,1
520482550,473599330,1
520482550,473768464,1
520482550,521563984,1
520482550,522206266,1
520482550,541145723,1
520482550,550917836,1
520482550,561216391,1
520482550,562537962,1
520482550,581984495,1
520482550,60726489,1
520482550,650367984,1
520482550,650540100,1
520482550,742995593,1
520482550,752372684,1
520482550,752694563,1
520482550,752875180,1
520482550,800324447,1
520482550,813881290,1
520482550,821459401,1
520482550,823563982,1
520482550,831254672,1
520482550,832809084,1
520482550,850106941,1
520482550,850615121,1
520482550,850892816,1
520482550,853324939,1
520482550,872007795,1
520482550,954049363,1
520482550,990113530,1
520482550,991972777,1
520563938,132742395,1
520563938,134233377,1
520563938,141881132,1
520563938,161490676,1
520563938,203880413,1
520563938,205702117,1
520563938,205989542,1
520563938,208250290,1
520563938,208538333,1
520563938,221296609,1
520563938,260610707,1
520563938,260846505,1
520563938,270061167,1
520563938,271883111,1
520563938,300284495,1
520563938,314159950,1
520563938,340778636,1
520563938,352257489,1
520563938,362989662,1
520563938,381067560,1
520563938,421105676,1
520563938,42510895,1
520563938,451273930,1
520563938,452653391,1
520563938,453506561,1
520563938,455240671,1
520563938,462436774,1
520563938,463485489,1
520563938,472150172,1
520563938,562401998,1
520563938,611145339,1
520563938,680661238,1
520563938,710653502,1
520563938,760475815,1
520563938,813040678,1
520563938,822265990,1
520563938,832783957,1
520563938,842795435,1
520563938,853070386,1
520563938,923046645,1
520563938,942537238,1
520563938,952976080,1
520563938,953077405,1
520591656,146075575,2
520591656,473297412,2
520591656,473372642,1
520591656,521250028,2
520591656,521341890,2
520591656,521811971,2
520591656,540698135,2
520591656,860436017,1
520591656,911854749,1
520591656,941732792,1
520695019,200049637,1
520695019,274034515,1
520695019,341406066,1
520695019,43481758,1
520695019,464907386,1
520695019,520849036,1
520695019,742995593,1
520849036,200049637,1
520849036,464907386,1
520849036,520695019,1
520849036,822551854,1
521250028,146075575,2
521250028,270026665,1
521250028,473297412,2
521250028,473372642,1
521250028,520591656,2
521250028,521341890,3
521250028,521811971,4
521250028,540698135,2
521250028,860436017,1
521250028,911854749,1
521250028,941732792,1
521341890,146075575,2
521341890,473297412,2
521341890,473372642,1
521341890,520591656,2
521341890,521250028,3
521341890,521811971,3
521341890,540698135,2
521341890,860436017,1
521341890,911854749,1
521341890,941732792,1
521447069,113580024,1
521447069,310536640,1
521447069,42103585,1
521447069,530204701,1
521447069,940382325,1
521447069,951642398,1
521563984,112845313,1
521563984,113521426,1
521563984,132621497,1
521563984,132922204,1
521563984,203160292,1
521563984,20377419,1
521563984,20478308,1
521563984,20482717,1
521563984,20681934,1
521563984,208066203,1
521563984,231311874,1
521563984,260071475,1
521563984,264086627,1
521563984,264656792,1
521563984,271521006,1
521563984,320539100,1
521563984,341406066,1
521563984,362762678,1
521563984,421206172,1
521563984,42726691,1
521563984,43481758,1
521563984,440663509,1
521563984,455586030,1
521563984,472817157,1
521563984,473599330,1
521563984,473768464,1
521563984,520482550,1
521563984,522206266,1
521563984,541145723,1
521563984,550917836,1
521563984,561216391,1
521563984,562537962,1
521563984,581984495,1
521563984,60726489,1
521563984,650367984,1
521563984,650540100,1
521563984,742995593,1
521563984,752372684,1
521563984,752694563,1
521563984,752875180,1
521563984,800324447,1
521563984,813881290,1
521563984,821459401,1
521563984,823563982,1
521563984,831254672,1
521563984,832809084,1
521563984,850106941,1
521563984,850615121,1
521563984,850892816,1
521563984,853324939,1
521563984,872007795,1
521563984,954049363,1
521563984,990113530,1
521563984,991972777,1
521665523,274666060,1
521665523,452991628,1
521811971,146075575,2
521811971,270026665,1
521811971,473297412,2
521811971,473372642,1
521811971,520591656,2
521811971,521250028,4
521811971,521341890,3
521811971,540698135,2
521811971,860436017,1
521811971,911854749,1
521811971,941732792,1
522206266,112845313,1
522206266,113521426,1
522206266,132621497,1
522206266,132922204,2
522206266,203160292,1
522206266,20377419,1
522206266,20478308,2
522206266,20482717,1
522206266,20681934,1
522206266,208066203,1
522206266,231311874,2
522206266,260071475,1
522206266,264086627,1
522206266,264656792,1
522206266,271521006,1
522206266,320539100,1
522206266,341406066,1
522206266,362762678,1
522206266,421206172,1
522206266,42726691,2
522206266,43481758,1
522206266,440663509,2
522206266,455586030,1
522206266,472817157,1
522206266,473599330,1
522206266,473768464,1
522206266,520482550,1
522206266,521563984,1
522206266,541145723,1
522206266,550917836,1
522206266,561216391,1
522206266,562537962,1
522206266,581984495,1
522206266,60726489,1
522206266,650367984,1
522206266,650540100,1
522206266,742995593,1
522206266,752372684,1
522206266,752694563,1
522206266,752875180,2
522206266,800324447,1
522206266,813881290,1
522206266,821459401,1
522206266,823563982,2
522206266,831254672,1
522206266,832809084,1
522206266,850106941,1
522206266,850615121,1
522206266,850892816,1
522206266,853324939,1
522206266,872007795,2
522206266,954049363,1
522206266,990113530,1
522206266,991972777,1
530204701,113580024,1
530204701,260071475,1
530204701,310536640,1
530204701,42103585,1
530204701,42510895,1
530204701,521447069,1
530204701,831254672,1
530204701,832145136,1
530204701,940382325,1
530204701,951642398,1
540499731,131893923,1
540499731,20329382,1
540499731,360756300,1
540698135,146075575,2
540698135,362989662,1
540698135,473297412,2
540698135,473372642,1
540698135,520591656,2
540698135,521250028,2
540698135,521341890,2
540698135,521811971,2
540698135,680121468,1
540698135,860436017,1
540698135,911854749,1
540698135,941732792,1
540698135,943340518,1
541108079,112593090,1
541108079,20329382,1
541108079,208175031,1
541108079,232351964,1
541108079,232453088,1
541108079,330326013,1
541108079,390362010,1
541108079,823615975,1
541108079,854270873,1
541108079,931049977,1
541108079,943270968,1
541145723,112845313,1
541145723,113521426,1
541145723,132621497,1
541145723,132922204,1
541145723,203160292,1
541145723,20377419,1
541145723,20478308,1
541145723,20482717,1
541145723,20681934,1
541145723,208066203,1
541145723,231311874,1
541145723,260071475,1
541145723,264086627,1
541145723,264656792,1
541145723,271521006,1
541145723,320539100,1
541145723,341406066,1
541145723,362762678,1
541145723,421206172,1
541145723,42726691,1
541145723,43481758,1
541145723,440663509,1
541145723,455586030,1
541145723,472817157,1
541145723,473599330,1
541145723,473768464,1
541145723,520482550,1
541145723,521563984,1
541145723,522206266,1
541145723,550917836,1
541145723,561216391,1
541145723,562537962,1
541145723,581984495,1
541145723,60726489,1
541145723,650367984,1
541145723,650540100,1
541145723,742995593,1
541145723,752372684,1
541145723,752694563,1
541145723,752875180,1
541145723,800324447,1
541145723,813881290,1
541145723,821459401,1
541145723,823563982,1
541145723,831254672,1
541145723,832809084,1
541145723,850106941,1
541145723,850615121,1
541145723,850892816,1
541145723,853324939,1
541145723,872007795,1
541145723,954049363,1
541145723,990113530,1
541145723,991972777,1
541189694,161535313,2
541189694,204353669,1
541189694,20482717,1
541189694,208758429,1
541189694,221296609,1
541189694,223337602,1
541189694,264773205,2
541189694,264833015,1
541189694,30415090,1
541189694,311581466,1
541189694,320464445,1
541189694,351597954,1
541189694,411892770,2
541189694,460406130,2
541189694,463235190,1
541189694,465174246,1
541189694,472402229,1
541189694,473326478,1
541189694,541926760,2
541189694,611756067,2
541189694,731602134,1
541189694,743257322,2
541189694,822005387,2
541189694,822701953,1
541189694,823865728,1
541189694,834225264,1
541189694,854372477,1
541189694,951879075,2
541527978,111992329,1
541527978,200008018,1
541527978,204046036,1
541527978,205404353,1
541527978,222842846,1
541527978,231539454,1
541527978,231695009,1
541527978,231695529,1
541527978,231744831,1
541527978,232063262,1
541527978,232220475,1
541527978,232362216,1
541527978,232510674,1
541527978,232610181,1
541527978,232687798,1
541527978,232971010,1
541527978,237404857,1
541527978,251659394,1
541527978,251675849,1
541527978,251792083,1
541527978,251851827,1
541527978,263892463,1
541527978,272493878,1
541527978,310646123,1
541527978,331097329,2
541527978,352121147,1
541527978,370661228,1
541527978,412038882,1
541527978,42263917,1
541527978,430902269,1
541527978,462819181,2
541527978,470899236,1
541527978,474222697,1
541527978,474749384,1
541527978,510342132,1
541527978,510467698,1
541527978,582644728,1
541527978,820538459,1
541527978,830376638,1
541527978,844034514,1
541527978,870575504,1
541527978,874170846,1
541527978,880099795,1
541639685,942537238,1
541926760,161535313,2
541926760,20482717,1
541926760,208758429,1
541926760,221296609,1
541926760,223337602,1
541926760,264773205,1
541926760,264833015,1
541926760,30415090,1
541926760,311581466,1
541926760,320464445,1
541926760,351597954,1
541926760,411892770,1
541926760,460406130,1
541926760,463235190,1
541926760,465174246,1
541926760,472402229,1
541926760,473326478,1
541926760,541189694,2
541926760,611756067,1
541926760,731602134,1
541926760,743257322,1
541926760,822005387,1
541926760,822701953,1
541926760,823865728,1
541926760,834225264,1
541926760,854372477,1
541926760,951879075,1
550917836,112845313,1
550917836,113521426,1
550917836,132621497,1
550917836,132922204,1
550917836,203160292,1
550917836,20377419,1
550917836,20478308,1
550917836,20482717,1
550917836,20681934,1
550917836,208066203,1
550917836,231311874,1
550917836,260071475,1
550917836,264086627,1
550917836,264656792,1
550917836,271521006,1
550917836,320539100,1
550917836,341406066,1
550917836,362762678,1
550917836,421206172,1
550917836,42726691,1
550917836,43481758,1
550917836,440663509,1
550917836,455586030,1
550917836,472817157,1
550917836,473599330,1
550917836,473768464,1
550917836,520482550,1
550917836,521563984,1
550917836,522206266,1
550917836,541145723,1
550917836,561216391,1
550917836,562537962,1
550917836,581984495,1
550917836,60726489,1
550917836,650367984,1
550917836,650540100,1
550917836,742995593,1
550917836,752372684,1
550917836,752694563,1
550917836,752875180,1
550917836,800324447,1
550917836,813881290,1
550917836,821459401,1
550917836,823563982,1
550917836,831254672,1
550917836,832809084,1
550917836,850106941,1
550917836,850615121,1
550917836,850892816,1
550917836,853324939,1
550917836,872007795,1
550917836,954049363,1
550917836,990113530,1
550917836,991972777,1
560481994,30593691,1
560481994,432114621,1
560481994,822551854,1
560754594,263757892,1
560754594,270242450,1
560754594,271521006,1
560754594,362762678,1
560754594,412168248,1
560754594,611145339,1
560754594,731602134,1
560754594,810560289,1
560754594,811466836,1
560754594,822482495,1
560754594,911858530,1
560754594,943339062,1
560754594,956101110,1
560754594,990113530,1
560928892,240795620,1
560928892,260455770,1
560928892,270371488,1
560928892,431118328,1
560928892,581640184,1
560928892,591173286,1
560928892,680121468,1
560928892,834225264,1
560928892,912056925,1
560928892,943340518,1
561216391,112845313,1
561216391,113521426,1
561216391,132621497,1
561216391,132922204,1
561216391,203160292,1
561216391,20377419,1
561216391,20478308,1
561216391,20482717,1
561216391,20681934,1
561216391,208066203,1
561216391,231311874,1
561216391,260071475,1
561216391,264086627,1
561216391,264656792,1
561216391,271521006,1
561216391,320539100,1
561216391,341406066,1
561216391,362762678,1
561216391,421206172,1
561216391,42726691,1
561216391,43481758,1
561216391,440663509,1
561216391,455586030,1
561216391,472817157,1
561216391,473599330,1
561216391,473768464,1
561216391,520482550,1
561216391,521563984,1
561216391,522206266,1
561216391,541145723,1
561216391,550917836,1
561216391,562537962,1
561216391,581984495,1
561216391,60726489,1
561216391,650367984,1
561216391,650540100,1
561216391,742995593,1
561216391,752372684,1
561216391,752694563,1
561216391,752875180,1
561216391,800324447,1
561216391,813881290,1
561216391,821459401,1
561216391,823563982,1
561216391,831254672,1
561216391,832809084,1
561216391,850106941,1
561216391,850615121,1
561216391,850892816,1
561216391,853324939,1
561216391,872007795,1
561216391,954049363,1
561216391,990113530,1
561216391,991972777,1
561507131,141681699,1
562401998,132742395,1
562401998,134233377,1
562401998,141881132,1
562401998,161490676,1
562401998,203880413,1
562401998,205702117,1
562401998,205989542,1
562401998,208250290,1
562401998,208538333,1
562401998,221296609,1
562401998,260610707,1
562401998,260846505,1
562401998,270061167,1
562401998,271883111,1
562401998,300284495,1
562401998,314159950,1
562401998,340778636,1
562401998,352257489,1
562401998,362989662,1
562401998,381067560,1
562401998,421105676,1
562401998,42510895,1
562401998,451273930,1
562401998,452653391,1
562401998,453506561,1
562401998,455240671,1
562401998,462436774,1
562401998,463485489,1
562401998,472150172,1
562401998,520563938,1
562401998,611145339,1
562401998,680661238,1
562401998,710653502,1
562401998,760475815,1
562401998,813040678,1
562401998,822265990,1
562401998,832783957,1
562401998,842795435,1
562401998,853070386,1
562401998,923046645,1
562401998,942537238,1
562401998,952976080,1
562401998,953077405,1
562537962,112845313,1
562537962,113521426,1
562537962,132621497,1
562537962,132922204,1
562537962,203160292,1
562537962,20377419,1
562537962,20478308,1
562537962,20482717,1
562537962,20681934,1
562537962,208066203,1
562537962,231311874,1
562537962,260071475,1
562537962,264086627,1
562537962,264656792,1
562537962,271521006,1
562537962,320539100,1
