fund_a,fund_b,shared_managers
251851827,231695009,2
251851827,231695529,2
251851827,231744831,2
251851827,232063262,1
251851827,232220475,1
251851827,232362216,2
251851827,232510674,2
251851827,232610181,1
251851827,232687798,1
251851827,232971010,2
251851827,237404857,1
251851827,251659394,1
251851827,251675849,1
251851827,251792083,2
251851827,263892463,1
251851827,272493878,2
251851827,310646123,1
251851827,331097329,1
251851827,352121147,1
251851827,412038882,1
251851827,430902269,1
251851827,462819181,1
251851827,470899236,1
251851827,474222697,1
251851827,474749384,1
251851827,510342132,1
251851827,510467698,2
251851827,541527978,1
251851827,582644728,1
251851827,710220904,1
251851827,820538459,2
251851827,830376638,1
251851827,844034514,1
251851827,870575504,1
251851827,874170846,1
251851827,880099795,1
260071475,112845313,1
260071475,113521426,1
260071475,132621497,1
260071475,132922204,1
260071475,203160292,1
260071475,20377419,1
260071475,20478308,1
260071475,20482717,1
260071475,20681934,1
260071475,208066203,1
260071475,231311874,1
260071475,264086627,1
260071475,264656792,1
260071475,271521006,1
260071475,320539100,1
260071475,341406066,1
260071475,362762678,1
260071475,421206172,1
260071475,42510895,1
260071475,42726691,1
260071475,43481758,1
260071475,440663509,1
260071475,455586030,1
260071475,472817157,1
260071475,473599330,1
260071475,473768464,1
260071475,520482550,1
260071475,521563984,1
260071475,522206266,1
260071475,530204701,1
260071475,541145723,1
260071475,550917836,1
260071475,561216391,1
260071475,562537962,1
260071475,581984495,1
260071475,60726489,1
260071475,650367984,1
260071475,650540100,1
260071475,742995593,1
260071475,752372684,1
260071475,752694563,1
260071475,752875180,1
260071475,800324447,1
260071475,813881290,1
260071475,821459401,1
260071475,823563982,1
260071475,831254672,2
260071475,832145136,1
260071475,832809084,1
260071475,850106941,1
260071475,850615121,1
260071475,850892816,1
260071475,853324939,1
260071475,872007795,1
260071475,954049363,1
260071475,990113530,1
260071475,991972777,1
260328929,465766063,1
260328929,750972825,1
260328929,760151437,1
260328929,850247111,1
260328929,920114113,1
260455770,240795620,1
260455770,260610707,1
260455770,270371488,1
260455770,431118328,1
260455770,560928892,1
260455770,581640184,1
260455770,591173286,1
260455770,680121468,1
260455770,834225264,1
260455770,912056925,1
260455770,943340518,1
260610707,132742395,1
260610707,134233377,1
260610707,141881132,1
260610707,161490676,1
260610707,203880413,1
260610707,205702117,1
260610707,205989542,1
260610707,208250290,1
260610707,208538333,1
260610707,221296609,1
260610707,260455770,1
260610707,260846505,1
260610707,270061167,1
260610707,271883111,1
260610707,300284495,1
260610707,314159950,1
260610707,340778636,1
260610707,352257489,1
260610707,362989662,1
260610707,381067560,1
260610707,421105676,1
260610707,42510895,1
260610707,451273930,1
260610707,452653391,1
260610707,453506561,1
260610707,455240671,1
260610707,462436774,1
260610707,463485489,1
260610707,472150172,1
260610707,520563938,1
260610707,562401998,1
260610707,611145339,1
260610707,680661238,1
260610707,710653502,1
260610707,760475815,1
260610707,813040678,1
260610707,822265990,1
260610707,832783957,1
260610707,842795435,1
260610707,853070386,1
260610707,923046645,1
260610707,942537238,1
260610707,952976080,1
260610707,953077405,1
260846505,132742395,1
260846505,134233377,1
260846505,141881132,2
260846505,161490676,1
260846505,203880413,1
260846505,205702117,1
260846505,205989542,1
260846505,208250290,1
260846505,208538333,2
260846505,221296609,1
260846505,260610707,1
260846505,270061167,1
260846505,271883111,1
260846505,300284495,2
260846505,314159950,1
260846505,340778636,1
260846505,352257489,1
260846505,362989662,1
260846505,381067560,1
260846505,421105676,2
260846505,42510895,1
260846505,451273930,2
260846505,452653391,1
260846505,453506561,1
260846505,455240671,1
260846505,462436774,1
260846505,463485489,1
260846505,472150172,1
260846505,520563938,1
260846505,562401998,1
260846505,611145339,2
260846505,680661238,1
260846505,710653502,2
260846505,760475815,1
260846505,813040678,1
260846505,822265990,2
260846505,832783957,1
260846505,842795435,1
260846505,853070386,1
260846505,923046645,2
260846505,942537238,1
260846505,952976080,1
260846505,953077405,2
261441129,462755706,1
262893562,201632876,1
262893562,20777615,1
262893562,452874131,1
262893562,823050051,1
263166327,201897663,1
263166327,20329382,1
263166327,204707579,1
263166327,231729679,1
263166327,232290246,1
263166327,472467773,1
263166327,571192153,1
263166327,741695800,1
263166327,814170527,1
263166327,814981134,1
263166327,820962487,1
263166327,831334174,1
263166327,870520406,1
263166327,911151039,1
263757892,270242450,1
263757892,412168248,1
263757892,560754594,1
263757892,810560289,1
263757892,811466836,1
263757892,822482495,1
263757892,911858530,1
263757892,943339062,1
263757892,956101110,1
263892463,111992329,1
263892463,204046036,1
263892463,205404353,2
263892463,222842846,1
263892463,231539454,1
263892463,231695009,1
263892463,231695529,2
263892463,231744831,1
263892463,232063262,1
263892463,232220475,1
263892463,232362216,1
263892463,232510674,1
263892463,232610181,2
263892463,232687798,1
263892463,232971010,2
263892463,237404857,1
263892463,251659394,1
263892463,251675849,1
263892463,251792083,1
263892463,251851827,1
263892463,272493878,1
263892463,310646123,2
263892463,331097329,1
263892463,352121147,1
263892463,412038882,1
263892463,430902269,1
263892463,462819181,2
263892463,470899236,2
263892463,474222697,2
263892463,474749384,2
263892463,510342132,1
263892463,510467698,1
263892463,541527978,1
263892463,582644728,2
263892463,820538459,1
263892463,830376638,1
263892463,844034514,2
263892463,870575504,1
263892463,874170846,2
263892463,880099795,2
264086627,112845313,1
264086627,113521426,1
264086627,132621497,1
264086627,132922204,1
264086627,203160292,1
264086627,20377419,1
264086627,20478308,1
264086627,20482717,1
264086627,20681934,1
264086627,208066203,1
264086627,231311874,1
264086627,260071475,1
264086627,264656792,1
264086627,271521006,1
264086627,320539100,1
264086627,341406066,1
264086627,362762678,1
264086627,421206172,1
264086627,42726691,1
264086627,43481758,1
264086627,440663509,1
264086627,455586030,1
264086627,472817157,1
264086627,473599330,1
264086627,473768464,1
264086627,520482550,1
264086627,521563984,1
264086627,522206266,1
264086627,541145723,1
264086627,550917836,1
264086627,561216391,1
264086627,562537962,1
264086627,581984495,1
264086627,60726489,1
264086627,650367984,1
264086627,650540100,1
264086627,742995593,1
264086627,752372684,1
264086627,752694563,1
264086627,752875180,1
264086627,800324447,1
264086627,813881290,1
264086627,821459401,1
264086627,823563982,1
264086627,831254672,1
264086627,832809084,1
264086627,850106941,1
264086627,850615121,1
264086627,850892816,1
264086627,853324939,1
264086627,872007795,1
264086627,954049363,1
264086627,990113530,1
264086627,991972777,1
264196387,20329382,1
264196387,472817157,1
264392825,370699952,1
264392825,431558268,1
264392825,742998462,1
264392825,821663150,1
264656792,112845313,1
264656792,113521426,1
264656792,132621497,1
264656792,132922204,1
264656792,203160292,1
264656792,20377419,1
264656792,20478308,1
264656792,20482717,1
264656792,20681934,1
264656792,208066203,1
264656792,231311874,1
264656792,260071475,1
264656792,264086627,1
264656792,271521006,1
264656792,320539100,1
264656792,341406066,1
264656792,362762678,1
264656792,421206172,1
264656792,42726691,1
264656792,43481758,1
264656792,440663509,1
264656792,455586030,1
264656792,472817157,1
264656792,473599330,1
264656792,473768464,1
264656792,520482550,1
264656792,521563984,1
264656792,522206266,1
264656792,541145723,1
264656792,550917836,1
264656792,561216391,1
264656792,562537962,1
264656792,581984495,1
264656792,60726489,1
264656792,650367984,1
264656792,650540100,1
264656792,742995593,1
264656792,752372684,1
264656792,752694563,1
264656792,752875180,1
264656792,800324447,1
264656792,813881290,1
264656792,821459401,1
264656792,823563982,1
264656792,831254672,1
264656792,832809084,1
264656792,850106941,1
264656792,850615121,1
264656792,850892816,1
264656792,853324939,1
264656792,872007795,1
264656792,954049363,1
264656792,990113530,1
264656792,991972777,1
264773205,161535313,1
264773205,204353669,1
264773205,208758429,1
264773205,223337602,1
264773205,264833015,1
264773205,30415090,1
264773205,311581466,1
264773205,320464445,1
264773205,351597954,1
264773205,411892770,2
264773205,460406130,2
264773205,463235190,1
264773205,465174246,1
264773205,472402229,1
264773205,473326478,1
264773205,541189694,2
264773205,541926760,1
264773205,611756067,2
264773205,731602134,1
264773205,743257322,2
264773205,822005387,2
264773205,822701953,1
264773205,823865728,1
264773205,854372477,1
264773205,951879075,2
264833015,161535313,1
264833015,208758429,1
264833015,223337602,1
264833015,264773205,1
264833015,30415090,1
264833015,311581466,1
264833015,320464445,1
264833015,351597954,1
264833015,411892770,1
264833015,460406130,1
264833015,463235190,1
264833015,465174246,1
264833015,472402229,1
264833015,473326478,1
264833015,541189694,1
264833015,541926760,1
264833015,611756067,1
264833015,731602134,1
264833015,743257322,1
264833015,822005387,1
264833015,822701953,1
264833015,823865728,1
264833015,854372477,1
264833015,951879075,1
270026665,521250028,1
270026665,521811971,1
270061167,132742395,1
270061167,134233377,1
270061167,141881132,1
270061167,161490676,1
270061167,203880413,1
270061167,205702117,1
270061167,205989542,1
270061167,208250290,1
270061167,208538333,1
270061167,221296609,1
270061167,260610707,1
270061167,260846505,1
270061167,271883111,1
270061167,300284495,1
270061167,314159950,1
270061167,340778636,1
270061167,352257489,1
270061167,362989662,1
270061167,381067560,1
270061167,421105676,1
270061167,42510895,1
270061167,451273930,1
270061167,452653391,1
270061167,453506561,1
270061167,455240671,1
270061167,462436774,1
270061167,463485489,1
270061167,472150172,1
270061167,520563938,1
270061167,562401998,1
270061167,611145339,1
270061167,680661238,1
270061167,710653502,1
270061167,760475815,1
270061167,813040678,1
270061167,822265990,1
270061167,832783957,1
270061167,842795435,1
270061167,853070386,1
270061167,923046645,1
270061167,942537238,1
270061167,952976080,1
270061167,953077405,1
270093845,911006438,1
270242450,263757892,1
270242450,412168248,1
270242450,560754594,1
270242450,810560289,1
270242450,811466836,1
270242450,822482495,1
270242450,911858530,1
270242450,943339062,1
270242450,956101110,1
270371488,240795620,1
270371488,260455770,1
270371488,431118328,1
270371488,560928892,1
270371488,581640184,1
270371488,591173286,1
270371488,680121468,1
270371488,834225264,1
270371488,912056925,1
270371488,943340518,1
271521006,112845313,1
271521006,113521426,1
271521006,132621497,1
271521006,132922204,1
271521006,203160292,1
271521006,20377419,1
271521006,20478308,1
271521006,20482717,1
271521006,20681934,1
271521006,208066203,1
271521006,231311874,1
271521006,260071475,1
271521006,264086627,1
271521006,264656792,1
271521006,320539100,1
271521006,341406066,1
271521006,362762678,2
271521006,421206172,1
271521006,42726691,1
271521006,43481758,1
271521006,440663509,1
271521006,455586030,1
271521006,472817157,1
271521006,473599330,1
271521006,473768464,1
271521006,520482550,1
271521006,521563984,1
271521006,522206266,1
271521006,541145723,1
271521006,550917836,1
271521006,560754594,1
271521006,561216391,1
271521006,562537962,1
271521006,581984495,1
271521006,60726489,1
271521006,650367984,1
271521006,650540100,1
271521006,742995593,1
271521006,752372684,1
271521006,752694563,1
271521006,752875180,1
271521006,800324447,1
271521006,813881290,1
271521006,821459401,1
271521006,823563982,1
271521006,831254672,1
271521006,832809084,1
271521006,850106941,1
271521006,850615121,1
271521006,850892816,1
271521006,853324939,1
271521006,872007795,1
271521006,954049363,1
271521006,990113530,2
271521006,991972777,1
271883111,132742395,1
271883111,134233377,1
271883111,141881132,1
271883111,161490676,1
271883111,203880413,1
271883111,205702117,1
271883111,205989542,1
271883111,208250290,1
271883111,208538333,1
271883111,221296609,1
271883111,260610707,1
271883111,260846505,1
271883111,270061167,1
271883111,300284495,1
271883111,314159950,1
271883111,340778636,1
271883111,352257489,1
271883111,362989662,1
271883111,381067560,1
271883111,421105676,1
271883111,42510895,1
271883111,451273930,1
271883111,452653391,1
271883111,453506561,1
271883111,455240671,1
271883111,462436774,1
271883111,463485489,1
271883111,472150172,1
271883111,520563938,1
271883111,562401998,1
271883111,611145339,1
271883111,680661238,1
271883111,710653502,1
271883111,760475815,1
271883111,813040678,1
271883111,822265990,1
271883111,832783957,1
271883111,842795435,1
271883111,853070386,1
271883111,923046645,1
271883111,942537238,1
271883111,952976080,1
271883111,953077405,1
272493878,111992329,2
272493878,204046036,1
272493878,205404353,1
272493878,222842846,3
272493878,231539454,1
272493878,231695009,2
272493878,231695529,2
272493878,231744831,2
272493878,232063262,2
272493878,232220475,1
272493878,232362216,2
272493878,232510674,1
272493878,232610181,1
272493878,232687798,1
272493878,232971010,2
272493878,237404857,1
272493878,251659394,1
272493878,251675849,2
272493878,251792083,2
272493878,251851827,2
272493878,263892463,1
272493878,310646123,1
272493878,331097329,1
272493878,352121147,1
272493878,412038882,1
272493878,430902269,1
272493878,462819181,1
272493878,470899236,1
272493878,474222697,1
272493878,474749384,1
272493878,510342132,1
272493878,510467698,2
272493878,541527978,1
272493878,582644728,1
272493878,820538459,2
272493878,830376638,2
272493878,844034514,1
272493878,870575504,1
272493878,874170846,1
272493878,880099795,1
273225082,231341694,1
273225082,420885471,1
273225082,431298245,1
273225082,473297412,1
274034515,341406066,1
274034515,43481758,1
274034515,520695019,1
274034515,742995593,1
274300000,456577522,1
274666060,452991628,1
274666060,521665523,1
300284495,132742395,1
300284495,134233377,1
300284495,141881132,2
300284495,161490676,1
300284495,203880413,1
300284495,205702117,1
300284495,205989542,1
300284495,208250290,1
300284495,208538333,2
300284495,221296609,1
300284495,260610707,1
300284495,260846505,2
300284495,270061167,1
300284495,271883111,1
300284495,314159950,1
300284495,340778636,1
300284495,352257489,1
300284495,362989662,1
300284495,381067560,1
300284495,421105676,2
300284495,42510895,1
300284495,43287088,1
300284495,451273930,2
300284495,452653391,1
300284495,453506561,1
300284495,455240671,1
300284495,462436774,1
300284495,463485489,1
300284495,472150172,1
300284495,520563938,1
300284495,562401998,1
300284495,611145339,2
300284495,680661238,1
300284495,710653502,2
300284495,760475815,1
300284495,813040678,1
300284495,822265990,2
300284495,832783957,1
300284495,842795435,1
300284495,853070386,1
300284495,923046645,2
300284495,942537238,1
300284495,952976080,1
300284495,953077405,3
30184742,741951016,2
30415090,161535313,1
30415090,208758429,1
30415090,223337602,1
30415090,264773205,1
30415090,264833015,1
30415090,311581466,1
30415090,320464445,1
30415090,351597954,1
30415090,411892770,1
30415090,460406130,1
30415090,463235190,1
30415090,465174246,1
30415090,472402229,1
30415090,473326478,1
30415090,541189694,1
30415090,541926760,1
30415090,611756067,1
30415090,731602134,1
30415090,743257322,1
30415090,822005387,1
30415090,822701953,1
30415090,823865728,1
30415090,854372477,1
30415090,951879075,1
30593691,432114621,1
30593691,560481994,1
30593691,822551854,1
310536640,113580024,1
310536640,42103585,1
310536640,521447069,1
310536640,530204701,1
310536640,940382325,1
310536640,951642398,1
310646123,111992329,1
310646123,204046036,1
310646123,205404353,2
310646123,222842846,1
310646123,231539454,1
310646123,231695009,1
310646123,231695529,1
310646123,231744831,1
310646123,232063262,1
310646123,232220475,1
310646123,232362216,1
310646123,232510674,1
310646123,232610181,1
310646123,232687798,1
310646123,232971010,1
310646123,237404857,1
310646123,251659394,1
310646123,251675849,1
310646123,251792083,1
310646123,251851827,1
310646123,263892463,2
310646123,272493878,1
310646123,331097329,1
310646123,352121147,1
310646123,412038882,1
310646123,430902269,1
310646123,462819181,2
310646123,470899236,2
310646123,474222697,2
310646123,474749384,2
310646123,510342132,1
310646123,510467698,1
310646123,541527978,1
310646123,582644728,2
310646123,820538459,1
310646123,830376638,1
310646123,844034514,2
310646123,870575504,1
310646123,874170846,2
310646123,880099795,2
311581466,161535313,1
311581466,208758429,1
311581466,223337602,1
311581466,264773205,1
311581466,264833015,1
311581466,30415090,1
311581466,320464445,1
311581466,351597954,1
311581466,411892770,1
311581466,460406130,1
311581466,463235190,1
311581466,465174246,1
311581466,472402229,1
311581466,473326478,1
311581466,541189694,1
311581466,541926760,1
311581466,611756067,1
311581466,731602134,1
311581466,743257322,1
311581466,822005387,1
311581466,822701953,1
311581466,823865728,1
311581466,854372477,1
311581466,951879075,1
314159950,132742395,2
314159950,134233377,2
314159950,141881132,1
314159950,161490676,1
314159950,203880413,1
314159950,205702117,1
314159950,205989542,1
314159950,208250290,1
314159950,208538333,1
314159950,221296609,1
314159950,260610707,1
314159950,260846505,1
314159950,270061167,1
314159950,271883111,1
314159950,300284495,1
314159950,340778636,1
314159950,352257489,1
314159950,362495346,1
314159950,362989662,1
314159950,381067560,1
314159950,421105676,1
314159950,42510895,1
314159950,431118328,1
314159950,451273930,1
314159950,452653391,2
314159950,453506561,1
314159950,455240671,1
314159950,462436774,1
314159950,463485489,1
314159950,472150172,2
314159950,520563938,1
314159950,562401998,1
314159950,611145339,1
314159950,680661238,1
314159950,710653502,2
314159950,760475815,1
314159950,813040678,1
314159950,822265990,1
314159950,832783957,1
314159950,842795435,1
314159950,853070386,1
314159950,923046645,2
314159950,942537238,2
314159950,952976080,1
314159950,953077405,1
320464445,161535313,1
320464445,208758429,1
320464445,223337602,1
320464445,264773205,1
320464445,264833015,1
320464445,30415090,1
320464445,311581466,1
320464445,351597954,1
320464445,411892770,1
320464445,460406130,1
320464445,463235190,1
320464445,465174246,1
320464445,472402229,1
320464445,473326478,1
320464445,541189694,1
320464445,541926760,1
320464445,611756067,1
320464445,731602134,1
320464445,743257322,1
320464445,822005387,1
320464445,822701953,1
320464445,823865728,1
320464445,854372477,1
320464445,951879075,1
320539100,112845313,1
320539100,113521426,1
320539100,132621497,1
320539100,132922204,1
320539100,203160292,1
320539100,20377419,1
320539100,20478308,1
320539100,20482717,1
320539100,20681934,1
320539100,208066203,1
320539100,231311874,1
320539100,260071475,1
320539100,264086627,1
320539100,264656792,1
320539100,271521006,1
320539100,341406066,1
320539100,362762678,1
320539100,421206172,1
320539100,42726691,1
320539100,43481758,1
320539100,440663509,1
320539100,455586030,1
320539100,472817157,1
320539100,473599330,1
320539100,473768464,1
320539100,520482550,1
320539100,521563984,1
320539100,522206266,1
320539100,541145723,1
320539100,550917836,1
320539100,561216391,1
320539100,562537962,1
320539100,581984495,1
320539100,60726489,1
320539100,650367984,1
320539100,650540100,1
320539100,742995593,1
320539100,752372684,1
320539100,752694563,1
320539100,752875180,1
320539100,800324447,1
320539100,813881290,1
320539100,821459401,1
320539100,823563982,1
320539100,831254672,1
320539100,832809084,1
320539100,850106941,1
320539100,850615121,1
320539100,850892816,1
320539100,853324939,1
320539100,872007795,1
320539100,954049363,1
320539100,990113530,1
320539100,991972777,1
330326013,112593090,1
330326013,20329382,1
330326013,208175031,1
330326013,232351964,1
330326013,232453088,1
330326013,390362010,1
330326013,541108079,1
330326013,823615975,1
330326013,854270873,1
330326013,931049977,1
330326013,943270968,1
330893794,463850594,1
330893794,470770315,1
330893794,843111227,1
331097329,111992329,2
331097329,200008018,1
331097329,204046036,1
331097329,205404353,1
331097329,222842846,1
331097329,231539454,1
331097329,231695009,1
331097329,231695529,1
331097329,231744831,1
331097329,232063262,1
331097329,232220475,1
331097329,232362216,2
331097329,232510674,1
331097329,232610181,1
331097329,232687798,1
331097329,232971010,1
331097329,237404857,2
331097329,251659394,1
331097329,251675849,1
331097329,251792083,2
331097329,251851827,1
331097329,263892463,1
331097329,272493878,1
331097329,310646123,1
331097329,352121147,1
331097329,370661228,1
331097329,412038882,1
331097329,42263917,1
331097329,430902269,1
331097329,462819181,2
331097329,470899236,1
331097329,474222697,1
331097329,474749384,1
331097329,510342132,1
331097329,510467698,1
331097329,541527978,2
331097329,582644728,1
331097329,820538459,1
331097329,830376638,1
331097329,844034514,2
331097329,870575504,1
331097329,874170846,1
331097329,880099795,1
340778636,132742395,1
340778636,134233377,1
340778636,141881132,1
340778636,161490676,1
340778636,203880413,1
340778636,205702117,1
340778636,205989542,1
340778636,208250290,1
340778636,208538333,1
340778636,221296609,1
340778636,260610707,1
340778636,260846505,1
340778636,270061167,1
340778636,271883111,1
340778636,300284495,1
340778636,314159950,1
340778636,352257489,1
340778636,362989662,1
340778636,381067560,1
340778636,421105676,1
340778636,42510895,1
340778636,451273930,1
340778636,452653391,1
340778636,453506561,1
340778636,455240671,1
340778636,462436774,1
340778636,463485489,1
340778636,472150172,1
340778636,520563938,1
340778636,562401998,1
340778636,611145339,1
340778636,680661238,1
340778636,710653502,1
340778636,760475815,1
340778636,813040678,1
340778636,822265990,1
340778636,832783957,1
340778636,842795435,1
340778636,853070386,1
340778636,923046645,1
340778636,942537238,1
340778636,952976080,1
340778636,953077405,1
341406066,112845313,1
341406066,113521426,1
341406066,132621497,1
341406066,132922204,1
341406066,203160292,1
341406066,20377419,1
341406066,20478308,1
341406066,20482717,1
341406066,20681934,1
341406066,208066203,1
341406066,231311874,1
341406066,260071475,1
341406066,264086627,1
341406066,264656792,1
341406066,271521006,1
341406066,274034515,1
341406066,320539100,1
341406066,362762678,1
341406066,421206172,1
341406066,42726691,1
341406066,43481758,2
341406066,440663509,1
341406066,455586030,1
341406066,472817157,1
341406066,473599330,1
341406066,473768464,1
341406066,520482550,1
341406066,520695019,1
341406066,521563984,1
341406066,522206266,1
341406066,541145723,1
341406066,550917836,1
341406066,561216391,1
341406066,562537962,1
341406066,581984495,1
341406066,60726489,1
341406066,650367984,1
341406066,650540100,1
341406066,742995593,2
341406066,752372684,1
341406066,752694563,1
341406066,752875180,1
341406066,800324447,1
341406066,813881290,1
341406066,821459401,1
341406066,823563982,1
341406066,831254672,1
341406066,832809084,1
341406066,850106941,1
341406066,850615121,1
341406066,850892816,1
341406066,853324939,1
341406066,872007795,1
341406066,954049363,1
341406066,990113530,1
341406066,991972777,1
341663157,141442607,1
346685472,840467208,1
351597954,161535313,1
351597954,208758429,1
351597954,223337602,1
351597954,264773205,1
351597954,264833015,1
351597954,30415090,1
351597954,311581466,1
351597954,320464445,1
351597954,411892770,1
351597954,460406130,1
351597954,463235190,1
351597954,465174246,1
351597954,472402229,1
351597954,473326478,1
351597954,541189694,1
351597954,541926760,1
351597954,611756067,1
351597954,731602134,1
351597954,743257322,1
351597954,822005387,1
351597954,822701953,1
351597954,823865728,1
351597954,854372477,1
351597954,951879075,1
352121147,111992329,1
352121147,204046036,1
352121147,205404353,1
352121147,222842846,1
352121147,231539454,1
352121147,231695009,1
352121147,231695529,1
352121147,231744831,1
352121147,232063262,1
352121147,232220475,1
352121147,232362216,1
352121147,232510674,1
352121147,232610181,1
352121147,232687798,1
352121147,232971010,1
352121147,237404857,1
352121147,251659394,1
352121147,251675849,1
352121147,251792083,1
352121147,251851827,1
352121147,263892463,1
352121147,272493878,1
352121147,310646123,1
352121147,331097329,1
352121147,412038882,1
352121147,430902269,1
352121147,462819181,1
352121147,470899236,1
352121147,474222697,1
352121147,474749384,1
352121147,510342132,1
352121147,510467698,1
352121147,541527978,1
352121147,582644728,1
352121147,820538459,1
352121147,830376638,1
352121147,844034514,1
352121147,870575504,1
352121147,874170846,1
352121147,880099795,1
352257489,132742395,1
352257489,134233377,1
352257489,141881132,1
352257489,161490676,1
352257489,203880413,1
352257489,205702117,1
352257489,205989542,1
352257489,208250290,1
352257489,208538333,1
352257489,221296609,1
352257489,260610707,1
352257489,260846505,1
352257489,270061167,1
352257489,271883111,1
352257489,300284495,1
352257489,314159950,1
352257489,340778636,1
352257489,362989662,1
352257489,381067560,1
352257489,421105676,1
352257489,42510895,1
352257489,451273930,1
352257489,452653391,1
352257489,453506561,1
352257489,455240671,1
352257489,462436774,1
352257489,463485489,1
352257489,472150172,1
352257489,520563938,1
352257489,562401998,1
352257489,611145339,1
352257489,680661238,1
352257489,710653502,1
352257489,760475815,1
352257489,813040678,1
352257489,822265990,1
352257489,832783957,1
352257489,842795435,1
352257489,853070386,1
352257489,923046645,1
352257489,942537238,1
352257489,952976080,1
352257489,953077405,1
360756300,131893923,1
360756300,203160292,1
360756300,203198788,1
360756300,20329382,1
360756300,232453088,1
360756300,453810227,1
360756300,540499731,1
360756300,611756067,1
360756300,710205415,1
360756300,810560289,1
360756300,832783957,1
361004130,363051915,1
362495346,132742395,1
362495346,134233377,1
362495346,314159950,1
362495346,431118328,1
362495346,452653391,1
362495346,472150172,1
362495346,710653502,1
362495346,923046645,1
362495346,942537238,1
362762678,112845313,1
362762678,113521426,1
362762678,132621497,1
362762678,132922204,1
362762678,203160292,1
362762678,20377419,1
362762678,20478308,1
362762678,20482717,1
362762678,20681934,1
362762678,208066203,1
362762678,231311874,1
362762678,260071475,1
362762678,264086627,1
362762678,264656792,1
362762678,271521006,2
362762678,320539100,1
362762678,341406066,1
362762678,421206172,1
362762678,42726691,1
362762678,43481758,1
362762678,440663509,1
362762678,455586030,1
362762678,472817157,1
362762678,473599330,1
362762678,473768464,1
362762678,520482550,1
362762678,521563984,1
362762678,522206266,1
362762678,541145723,1
362762678,550917836,1
362762678,560754594,1
362762678,561216391,1
362762678,562537962,1
362762678,581984495,1
362762678,60726489,1
362762678,650367984,1
362762678,650540100,1
362762678,742995593,1
362762678,752372684,1
362762678,752694563,1
362762678,752875180,1
362762678,800324447,1
362762678,813881290,1
362762678,821459401,1
362762678,823563982,1
362762678,831254672,1
362762678,832809084,1
362762678,850106941,1
362762678,850615121,1
362762678,850892816,1
362762678,853324939,1
362762678,872007795,1
362762678,954049363,1
362762678,990113530,2
362762678,991972777,1
362989662,132742395,1
362989662,134233377,1
362989662,141881132,1
362989662,161490676,1
362989662,203880413,1
362989662,205702117,1
362989662,205989542,1
362989662,208250290,1
362989662,208538333,1
362989662,221296609,1
362989662,260610707,1
362989662,260846505,1
362989662,270061167,1
362989662,271883111,1
362989662,300284495,1
362989662,314159950,1
362989662,340778636,1
362989662,352257489,1
362989662,381067560,1
362989662,421105676,1
362989662,42510895,1
362989662,451273930,1
362989662,452653391,1
362989662,453506561,1
362989662,455240671,1
362989662,462436774,1
362989662,463485489,1
362989662,472150172,1
362989662,520563938,1
362989662,540698135,1
362989662,562401998,1
362989662,611145339,1
362989662,680121468,1
362989662,680661238,1
362989662,710653502,1
362989662,760475815,1
362989662,813040678,1
362989662,822265990,1
362989662,832783957,1
362989662,842795435,1
362989662,853070386,1
362989662,923046645,1
362989662,942537238,1
362989662,943340518,1
362989662,952976080,1
362989662,953077405,1
363051915,361004130,1
364742361,42104149,1
364742361,42869823,1
364742361,952976080,1
370661228,200008018,1
370661228,331097329,1
370661228,42263917,1
370661228,541527978,1
370699952,264392825,1
370699952,431558268,1
370699952,742998462,1
370699952,821663150,1
381067560,132742395,1
381067560,134233377,1
381067560,141881132,1
381067560,161490676,1
381067560,203880413,1
381067560,205702117,1
381067560,205989542,1
381067560,208250290,1
381067560,208538333,1
381067560,221296609,1
381067560,260610707,1
381067560,260846505,1
381067560,270061167,1
381067560,271883111,1
381067560,300284495,1
381067560,314159950,1
381067560,340778636,1
381067560,352257489,1
381067560,362989662,1
381067560,421105676,1
381067560,42510895,1
381067560,451273930,1
381067560,452653391,1
381067560,453506561,1
381067560,455240671,1
381067560,462436774,1
381067560,463485489,1
381067560,472150172,1
381067560,520563938,1
381067560,562401998,1
381067560,611145339,1
381067560,680661238,1
381067560,710653502,1
381067560,760475815,1
381067560,813040678,1
381067560,822265990,1
381067560,832783957,1
381067560,842795435,1
381067560,853070386,1
381067560,923046645,1
381067560,942537238,1
381067560,952976080,1
381067560,953077405,1
381428364,386234363,4
383793128,810887998,1
386234363,381428364,4
390362010,112593090,1
390362010,20329382,1
390362010,208175031,1
390362010,232351964,1
390362010,232453088,1
390362010,330326013,1
390362010,541108079,1
390362010,823615975,1
390362010,854270873,1
390362010,931049977,1
390362010,943270968,1
410754368,822551854,1
410754368,911879291,1
411892770,161535313,1
411892770,204353669,1
411892770,208758429,1
411892770,223337602,1
411892770,264773205,2
411892770,264833015,1
411892770,30415090,1
411892770,311581466,1
411892770,320464445,1
411892770,351597954,1
411892770,460406130,2
411892770,463235190,1
411892770,465174246,1
411892770,472402229,1
411892770,473326478,1
411892770,541189694,2
411892770,541926760,1
411892770,611756067,2
411892770,731602134,1
411892770,743257322,2
411892770,822005387,2
411892770,822701953,1
411892770,823865728,1
411892770,854372477,1
411892770,951879075,2
412038882,111992329,1
412038882,204046036,1
412038882,205404353,1
412038882,222842846,1
412038882,231539454,1
412038882,231695009,1
412038882,231695529,1
412038882,231744831,1
412038882,232063262,1
