ein,name,total_fees,num_clients,name_clean,is_person,parent_group_id,group_size,same_parent_flag
470098400,AMERITAS LIFE INSURANCE CORP,128.0,1,AMERITAS LIFE INSURANCE,False,192,2,1
470098400,AMERITAS LIFE INSURANCE CORP.,10365.0,1,AMERITAS LIFE INSURANCE,False,192,2,1
471371230,RALSTON DEVELOPMENT INC,5000.0,1,RALSTON DEVELOPMENT,False,193,1,0
471411118,GLOBAL RETIREMENT PARTNERS,9561.0,2,GLOBAL RETIREMENT PARTNERS,False,194,2,1
471411118,GLOBAL RETIREMENT PARTNERS LLC,0.0,2,GLOBAL RETIREMENT PARTNERS,False,194,2,1
471673715,CIS INSURANCE AND INVESTMENTS,33951.0,1,CIS INSURANCE AND,False,195,1,0
472112548,THE ACCEL GROUP,19776.0,1,THE ACCEL,False,196,1,0
473302715,PACIFIC FEDERAL LLC,60000.0,1,PACIFIC FEDERAL,False,197,1,0
473558396,EXENCIAL WEALTH ADVISORS LLC,52780.0,1,EXENCIAL WEALTH,False,198,1,0
473992551,NORTH WOODS ASSET MANAGEMENT LLC,0.0,1,NORTH WOODS ASSET,False,199,1,0
474307706,HUMAN INTEREST ADVISOR LLC,22134.0,2,HUMAN INTEREST ADVISOR,False,200,1,0
474474775,"GUIDELINE, INC.",11153.0,1,GUIDELINE,False,201,2,1
474474775,"GUIDELINE, LLC",15025.0,1,GUIDELINE,False,201,2,1
474591265,HEALTHGRAM- TELADOCINC,11000.0,1,HEALTHGRAM TELADOCINC,False,202,1,0
510099493,PRINCIPAL,22107.0,1,PRINCIPAL,False,159,2,1
510467698,BSI CORPORATE BENEFITS,24534.0,1,BSI CORPORATE BENEFITS,False,203,2,1
510467698,"BSI CORPORATE BENEFITS, LLC",8638.0,2,BSI CORPORATE BENEFITS,False,203,2,1
521309931,"T ROWE PRICE RPS, INC",42879.0,1,T ROWE PRICE RPS,False,204,2,1
521309931,"T. ROWE PRICE RPS, INC.",44728.0,2,T ROWE PRICE RPS,False,204,2,1
521396995,CBIZ FINANCIAL SOLUTIONS,5257.0,1,CBIZ SOLUTIONS,False,205,1,0
521665523,HUMAN RESOURCES INC,45874.0,1,HUMAN RESOURCES,False,206,1,0
522114207,NORTHWESTERN MUTUAL INVESTMENT SERV,0.0,1,NORTHWESTERN MUTUAL INVESTMENT SERV,False,207,1,0
522383166,HEALTHEQUITY INC,5852.0,1,HEALTHEQUITY,False,208,1,0
530181291,WILLIS TOWERS WATSON US LLC,33100.0,1,WILLIS TOWERS WATSON US,False,209,2,1
530181291,"WILLIS TOWERS WATSON US, LLC",66021.0,1,WILLIS TOWERS WATSON US,False,209,2,1
540504608,BROWN EDWARDS AND COMPANY,0.0,1,BROWN EDWARDS AND COMPANY,False,210,1,0
541019610,CST GROUP,27028.0,1,CST,False,211,1,0
541172176,SIKICH CPA LLC,13000.0,1,SIKICH CPA,False,212,1,0
542000731,SIMA BENEFITS CONSULTING GROUP,19800.0,1,SIMA BENEFITS CONSULTING,False,213,2,1
542000731,"SIMA BENEFITS CONSULTING GROUP, LLC",34860.0,1,SIMA BENEFITS CONSULTING,False,213,2,1
542011471,BROWN & BROWN (VA),32000.0,1,BROWN BROWN VA,False,33,3,1
560614254,"DEFINITI, LLC",490.0,1,DEFINITI,False,214,2,1
561167792,"CORPORATE BENEFITS SERVICE, INC.",35766.0,1,CORPORATE BENEFITS SERVICE,False,215,1,0
561449504,"HEALTHGRAM, INC",5110.0,1,HEALTHGRAM,False,216,2,1
561449504,"HEALTHGRAM, INC.",442435.0,1,HEALTHGRAM,False,216,2,1
561623293,MCGRIFF INSURANCE SERVICES,33250.0,1,MCGRIFF INSURANCE,False,217,2,1
561623293,MCGRIFF INSURANCE SERVICES (FORMERL,13692.0,1,MCGRIFF INSURANCE FORMERL,False,217,2,1
561762637,RETIREMENT PLAN SOLUTIONS,75.0,1,RETIREMENT PLAN SOLUTIONS,False,218,1,0
561981693,VERITY ASSET MANAGEMENT,3355.0,1,VERITY ASSET,False,219,1,0
570381582,"ELLIOTT DAVIS, PLLC",16000.0,1,ELLIOTT DAVIS PLLC,False,220,1,0
582131807,HEALTH PARTNERS NETWORK LLC,25882.0,1,HEALTH PARTNERS NETWORK,False,221,1,0
582161308,"MCGRIFF, SEIBELS & WILLIAMS",1703.0,1,MCGRIFF SEIBELS WILLIAMS,False,222,1,0
582449984,"GBA RETIREMENT SERVICES, INC.",8056.0,1,GBA RETIREMENT,False,223,3,1
582522668,"ONEDIGITAL (CLJM, LLC. DBA HM BENEF",49020.0,3,ONEDIGITAL CLJM DBA HM BENEF,False,224,1,0
591031071,CIGNA CORPORATION,1450.0,1,CIGNA CORPORATION,False,225,3,1
591031071,CIGNA HEALTH & LIFE INS CO,616942.0,6,CIGNA HEALTH LIFE INS,False,225,3,1
591031071,CIGNA HEALTH AND LIFE INSURANCE COM,112435.0,3,CIGNA HEALTH AND LIFE INSURANCE COM,False,225,3,1
591086117,"FIS BUSINESS SYSTEMS, LLC",24375.0,1,FIS BUSINESS SYSTEMS,False,226,1,0
591237041,RAYMOND JAMES & ASSOCIATES INC,4981.0,1,RAYMOND JAMES ASSOCIATES,False,227,1,0
592265857,"EJ REYNOLDS, INC.",1976.0,1,EJ REYNOLDS,False,228,1,0
592742314,BERKOWITZ POLLACK BRANT ADVISORS,52416.0,4,BERKOWITZ POLLACK BRANT,False,229,1,0
592749576,SLAVIC MUTUAL FUND MANAGEMENT CORP,46808.0,1,SLAVIC MUTUAL FUND,False,230,1,0
592937883,RAYMOND JAMES FINANCIAL SERVICES,18433.0,1,RAYMOND JAMES,False,231,2,1
592937883,RAYMOND JAMES FSA INC,29818.0,1,RAYMOND JAMES FSA,False,231,2,1
593554482,WAKELY CONSULTING GROUP,16565.0,1,WAKELY CONSULTING,False,232,1,0
593676225,"MARINER INSTITUTIONAL, LLC",10000.0,1,MARINER INSTITUTIONAL,False,233,1,0
61053228,USI CONSULTING GROUP,131367.0,2,USI CONSULTING,False,110,2,1
610600467,AL TORSTRICK INSURANCE AGENCY,59443.0,1,AL TORSTRICK INSURANCE AGENCY,False,234,1,0
610607472,"CHAS M MOORE INSURANCE AGENCY, INC.",41983.0,1,CHAS M MOORE INSURANCE AGENCY,False,235,1,0
610736136,MERCER INVESTMENT CONSULTING,202513.0,1,MERCER INVESTMENT CONSULTING,False,236,1,0
611013183,"HUMANA HEALTH PLAN, INC.",141184.0,1,HUMANA HEALTH PLAN,False,237,1,0
611607607,LT TRUST COMPANY,6999.0,1,LT COMPANY,False,238,1,0
611740806,MARINER RETIREMENT ADVISORS,0.0,1,MARINER RETIREMENT,False,239,1,0
611758632,"PENSIONMARK FINANCIAL GROUP, LLC",22128.0,2,PENSIONMARK,False,240,1,0
61194217,FIDELITY & RESEARCH COMPANY,0.0,1,FIDELITY RESEARCH COMPANY,False,241,1,0
61397347,"USI ADVISORS, INC.",27462.0,1,USI,False,242,1,0
61593514,WEX HEALTH INC.,23160.0,1,WEX HEALTH,False,243,1,0
620951563,AMERICAN TRUST COMPANY,124181.0,4,AMERICAN COMPANY,False,244,1,0
621291257,THE TRUST COMPANY OF TENNESSEE,27760.0,1,THE COMPANY OF TENNESSEE,False,245,1,0
621874769,"ADMIN. GROUP, LLC DBA TAG RESOURCES",6740.0,2,ADMIN DBA TAG RESOURCES,False,158,4,1
630103830,BLUE CROSS AND BLUE SHIELD OF AL,10701.0,1,BLUE CROSS AND BLUE SHIELD OF AL,False,246,2,1
630103830,BLUE CROSS BLUE SHIELD OF ALABAMA,244851.0,1,BLUE CROSS BLUE SHIELD OF ALABAMA,False,246,2,1
640831650,FINANCIAL CONCEPTS,6613.0,1,CONCEPTS,False,247,1,0
640936231,DYATECH LLC,2468.0,3,DYATECH,False,248,1,0
66033492,AETNA LIFE INSURANCE COMPANY,32245.0,1,AETNA LIFE INSURANCE COMPANY,False,249,1,0
660561870,BANCO POPULAR DE PUERTO RICO,1556.0,1,BANCO POPULAR DE PUERTO RICO,False,250,1,0
710226428,BLUE ADVANTAGE ADMINISTRATORS OF AR,364093.0,1,BLUE ADVANTAGE ADMINISTRATORS OF AR,False,251,1,0
710294708,VOYA LIFE INSURANCE & ANNUITY CO.,0.0,1,VOYA LIFE INSURANCE ANNUITY,False,252,5,1
710294708,VOYA RETIREMENT INSURANCE,567.0,1,VOYA RETIREMENT INSURANCE,False,252,5,1
710294708,VOYA RETIREMENT INSURANCE & ANNUIT,0.0,1,VOYA RETIREMENT INSURANCE ANNUIT,False,252,5,1
710294708,VOYA RETIREMENT INSURANCE & ANNUITY,253250.0,7,VOYA RETIREMENT INSURANCE ANNUITY,False,252,5,1
710294708,VOYA RETIREMENT INSURANCE & ANNUNIT,1917.0,1,VOYA RETIREMENT INSURANCE ANNUNIT,False,252,5,1
711039549,"JANET A. PANEBIANCO, CPA, PLLC",11798.0,1,JANET A PANEBIANCO CPA PLLC,False,253,1,0
721273520,BEAM WEALTH ADVISORS,0.0,1,BEAM WEALTH,False,254,1,0
731399273,ACCESS FINANCIAL RESOURCES,10772.0,1,ACCESS RESOURCES,False,255,1,0
741625348,AIG RETIREMENT SERVICES,0.0,1,AIG RETIREMENT,False,223,3,1
742715820,JULY BUSINESS SERVICES,27212.0,1,JULY BUSINESS,False,256,1,0
742794194,KESTRA INVESTMENT SERVICES LLC,0.0,1,KESTRA INVESTMENT,False,257,1,0
750786316,WEAVER AND TIDWELL LLP,42000.0,1,WEAVER AND TIDWELL LLP,False,258,2,1
750786316,"WEAVER AND TIDWELL, LLP",21000.0,1,WEAVER AND TIDWELL LLP,False,258,2,1
752355889,"IMS MARKETING, INC.",29842.0,1,IMS MARKETING,False,259,2,1
752355889,INSURANCE MANAGEMENT SERVICES,834115.0,5,INSURANCE,False,259,2,1
752401150,AMERICAN BEACON FUNDS,0.0,1,AMERICAN BEACON FUNDS,False,260,1,0
753014089,BROWN ADVISORY LLC,43664.0,1,BROWN,False,261,1,0
753182674,MATRIX TRUST COMPANY,17264.0,1,MATRIX COMPANY,False,262,2,1
753182674,MATRIX TRUST COMPANY LLC,11885.0,1,MATRIX COMPANY,False,262,2,1
760342548,ALLIANCE BENEFIT GROUP,3390.0,1,ALLIANCE BENEFIT,False,263,1,0
760560371,RILEY AND COMPANY PLLC,18000.0,1,RILEY AND COMPANY PLLC,False,264,1,0
760663719,BALDWIN GROUP,28281.0,1,BALDWIN,False,265,1,0
770155091,HICKS PENSION SERVICES,14700.0,1,HICKS PENSION,False,266,1,0
811939215,"COMPASS 360, LLC",9702.0,2,COMPASS 360,False,267,1,0
813062212,VESTWELL HOLDINGS INC.,46596.0,1,VESTWELL HOLDINGS,False,268,1,0
813968784,CBIZ BENEFITS & INSURANCE SERVICES,6000.0,1,CBIZ BENEFITS INSURANCE,False,102,2,1
813989034,M2B RETIREMENT CONSUL LLC,9005.0,1,M2B RETIREMENT CONSUL,False,269,1,0
814017137,STATE STREET GLOBAL ADVISORS,6075.0,1,STATE STREET GLOBAL,False,270,1,0
820557866,"NFP CORPORATE SERVICES (OK), LLC",31334.0,1,NFP CORPORATE OK,False,271,1,0
821434504,ONEDIGITAL INVESTMENT ADVISORS LLC,19745.0,1,ONEDIGITAL INVESTMENT,False,272,1,0
821589061,OAKSTREET WEALTH MANAGEMENT,8233.0,1,OAKSTREET WEALTH,False,273,1,0
823329197,GOODWORTH WEALTH MANAGEMENT,7000.0,1,GOODWORTH WEALTH,False,274,1,0
824555287,CAPITAL GROUP RETIREMENT PLAN SVCS,31760.0,2,RETIREMENT PLAN SVCS,False,112,6,1
824555287,CAPITAL GROUP RETIREMENT PLAN SVCS.,11329.0,1,RETIREMENT PLAN SVCS,False,112,6,1
824555287,CAPITAL GROUP RETIREMENT SERVICES,875.0,1,RETIREMENT,False,112,6,1
824555287,"RAYMOND JAMES & ASSOCIATES, INC.",17723.0,1,RAYMOND JAMES ASSOCIATES,False,112,6,1
825501752,"ELLSWORTH ADVISORS, LLC",24712.0,1,ELLSWORTH,False,275,1,0
831143379,"RPA FINANCIAL, LLC",0.0,1,RPA,False,276,1,0
831322110,"EMERGING THERAPY SOLUTIONS, INC.",13000.0,1,EMERGING THERAPY SOLUTIONS,False,277,1,0
831488684,MAGNOLIA CAPITAL ADVISORS LLC,8134.0,1,MAGNOLIA,False,278,1,0
833288732,JOHNSON POHLMANN INSURANCE,23744.0,1,JOHNSON POHLMANN INSURANCE,False,279,1,0
833455979,"AT RETIREMENT SERVICES, LLC",9684.0,2,AT RETIREMENT,False,223,3,1
833983879,DSR CPA AND CONSULTANTS LLC,0.0,1,DSR CPA AND CONSULTANTS,False,280,1,0
840467907,EMPOWER ANNUITY INS CO OF AMERICA,37004.0,1,EMPOWER ANNUITY INS OF AMERICA,False,150,13,1
840467907,EMPOWER ANNUITY INS. CO. OF AMERICA,50.0,1,EMPOWER ANNUITY INS OF AMERICA,False,150,13,1
840467907,EMPOWER ANNUITY INSURANCE,0.0,1,EMPOWER ANNUITY INSURANCE,False,150,13,1
840467907,EMPOWER ANNUITY INSURANCE CO. OF AM,24718.0,1,EMPOWER ANNUITY INSURANCE OF AM,False,150,13,1
840467907,EMPOWER ANNUITY INSURANCE COMPANY,176796.0,3,EMPOWER ANNUITY INSURANCE COMPANY,False,150,13,1
840467907,EMPOWER INSURANCE COMPANY OF AMERIC,45307.0,1,EMPOWER INSURANCE COMPANY OF AMERIC,False,150,13,1
840467907,EMPOWER LIFE & ANNUITY INSURANCE,31608.0,1,EMPOWER LIFE ANNUITY INSURANCE,False,150,13,1
840467907,GREAT WEST LIFE & ANNUITY INSURANCE,0.0,1,GREAT WEST LIFE ANNUITY INSURANCE,False,150,13,1
840467907,GREAT-WEST LIFE & ANNUITY INSURANCE,73800.0,3,GREATWEST LIFE ANNUITY INSURANCE,False,150,13,1
840467907,GWFS EQUITIES INC,240.0,6,GWFS EQUITIES,False,150,13,1
840532243,"ADVISED ASSETS GROUP, LLC",777.0,1,ADVISED ASSETS,False,281,1,0
841612955,INNOVEST PORTFOLIO SOLUTIONS LLC,8000.0,1,INNOVEST PORTFOLIO SOLUTIONS,False,282,1,0
842047961,ADVOCATE BUSINESS INSURANCE SOLUTIO,41847.0,1,ADVOCATE BUSINESS INSURANCE SOLUTIO,False,283,1,0
844519624,"CREATIVE PLANNING HOLD CO, LLC",2174.0,2,CREATIVE PLANNING HOLD,False,169,3,1
844758315,HUB INVESTMENT PARTNERS,24682.0,1,HUB INVESTMENT PARTNERS,False,284,1,0
845125577,"FAIRMONT BENEFITS, INC.",8820.0,1,FAIRMONT BENEFITS,False,285,1,0
850599589,"SGL PARTNERS, LLC",45780.0,1,SGL PARTNERS,False,286,1,0
850833363,DEFINITI LLC,2525.0,1,DEFINITI,False,214,2,1
854122522,WEALTH PLAN INVESTMENT MGT LLC,27546.0,1,WEALTH PLAN INVESTMENT MGT,False,287,1,0
861279290,"REVIVEHEALTH, INC.",6344.0,1,REVIVEHEALTH,False,288,1,0
862963468,ECONOMIC GROUP PENSION SVCS INC,12397.0,2,ECONOMIC PENSION SVCS,False,289,1,0
863678481,MAP RETIREMENT USA LLC,2300.0,2,MAP RETIREMENT USA,False,290,1,0
870364490,ALLIANCE BENEFIT GROUP ROCKY MOUNTA,15571.0,5,ALLIANCE BENEFIT ROCKY MOUNTA,False,291,1,0
874170846,CONEXUS INSURANCE PARTNERS,12600.0,1,CONEXUS INSURANCE PARTNERS,False,292,1,0
880359472,"MESA PACIFIC, LLC",13000.0,1,MESA PACIFIC,False,293,1,0
881100312,RPW SOLUTIONS LLC,48861.0,1,RPW SOLUTIONS,False,294,1,0
900345133,UNDERWRITERS SERVICE CORPORATION,39730.0,1,UNDERWRITERS SERVICE CORPORATION,False,295,1,0
910675641,MILLIMAN INC,6704.0,1,MILLIMAN,False,296,2,1
910675641,"MILLIMAN, INC.",2743.0,1,MILLIMAN,False,296,2,1
911008626,A.W. REHN & ASSOCIATES,12034.0,1,AW REHN ASSOCIATES,False,297,1,0
911072394,HUNNEX AND SHOEMAKER INC,8400.0,1,HUNNEX AND SHOEMAKER,False,298,2,1
911072394,"HUNNEX AND SHOEMAKER, INC.",0.0,1,HUNNEX AND SHOEMAKER,False,298,2,1
911619527,"CAPITAL BENEFIT SERVICES, LLC",148700.0,2,BENEFIT,False,172,2,1
911749975,EISENHOWER CARLSON PLLC,5656.0,1,EISENHOWER CARLSON PLLC,False,299,1,0
911947441,"EPK & ASSOCIATES, INC.",62338.0,1,EPK ASSOCIATES,False,300,1,0
922480517,HOOPER CONSULTING GROUP,27453.0,1,HOOPER CONSULTING,False,301,1,0
931242462,NORTHWEST CAPITAL MNGMT,0.0,2,NORTHWEST MNGMT,False,302,1,0
931253576,STANCORP FINANCIAL GROUP,20890.0,1,STANCORP,False,303,1,0
941347393,"WELLS FARGO BANK, N.A.",102913.0,2,WELLS FARGO BANK NA,False,304,1,0
941687665,"BANK OF AMERICA, N.A.",17233.0,1,BANK OF AMERICA NA,False,305,1,0
941737782,CHARLES SCHWAB & CO INC,1976.0,1,CHARLES SCHWAB,False,306,2,1
941737782,"CHARLES SCHWAB & CO., INC.",155271.0,3,CHARLES SCHWAB,False,306,2,1
942456320,ASSOCIATED PENSION CONSULTANTS,20346.0,1,ASSOCIATED PENSION CONSULTANTS,False,3,2,1
943112180,BLACKROCK INSTITUTIONAL TRUST CO.,0.0,1,BLACKROCK INSTITUTIONAL,False,307,1,0
951411037,AMERICAN FUNDS,0.0,2,AMERICAN FUNDS,False,308,3,1
951411037,CAPITAL RESEARCH MANAGEMENT COMPANY,0.0,1,RESEARCH COMPANY,False,308,3,1
952036255,MILLER KAPLAN ARASE LLP,22800.0,1,MILLER KAPLAN ARASE LLP,False,309,1,0
952632339,PIMCO FUNDS,0.0,1,PIMCO FUNDS,False,310,1,0
952755361,WILLSHIRE ADVISORS LLC,0.0,0,WILLSHIRE,False,311,4,1
952755361,WILSHIRE ADVISORS LLC,0.0,8,WILSHIRE,False,311,4,1
952755361,"WILSHIRE ADVISORS, LLC",0.0,1,WILSHIRE,False,311,4,1
952755361,WILSHIRE ASSOCIATES INCORPORATED,0.0,7,WILSHIRE ASSOCIATES INCORPORATED,False,311,4,1
952956616,"BUSH GOTTLIEB, A LAW CORPORATION",10840.0,1,BUSH GOTTLIEB A LAW CORPORATION,False,312,1,0
953692822,ALL SPRINGS GLOBAL FUNDS,0.0,1,ALL SPRINGS GLOBAL FUNDS,False,313,1,0
953706234,PLANMEMBER FINANCIAL CORPORATION,17574.0,1,PLANMEMBER CORPORATION,False,314,1,0
954470812,DIMENSIONAL FUNDS,0.0,1,DIMENSIONAL FUNDS,False,94,3,1
954597302,METROPOLITAN WEST FUNDS,0.0,1,METROPOLITAN WEST FUNDS,False,315,1,0
956817943,AMERICAN FUNDS,0.0,1,AMERICAN FUNDS,False,308,3,1
991856619,GRANT THORNTON ADVISORS LLC,24897.0,1,GRANT THORNTON,False,316,1,0
994929575,VENNING & COMPANY LLC,10775.0,1,VENNING COMPANY,False,317,1,0
